,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
101524,101525,757549,백두산불가마사우나,백두산사우나,Baekdu mountain fire sauna,Shops and Service,Spa,126.66504376257492,37.51408276522148,대한민국,KOR,KOR,인천광역시,서구,,신현동,,율도로,25,152-46,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
101850,101851,3134978,삼화목욕탕,,Samhwa Bath,Shops and Service,Spa,126.63202584180486,37.478301004162695,대한민국,KOR,KOR,인천광역시,동구,,화평동,,화도진로68번길,5,68,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
102455,102456,27069534,스파세븐 사우나,,Spa Seven Sauna,Shops and Service,Spa,126.73592933083594,37.5071550423504,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,길주로,659,461-4,2022-08-12 13:15:03,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
103884,103885,3126463,동아목욕탕,,Donga Bath,Shops and Service,Spa,126.72928894588992,37.5114609152948,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,굴포로,74,369,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
103948,103949,135925,광성해수워터피아,,Gwangseong Seawater Waterpia,Shops and Service,Spa,126.66074269173792,37.49880080190411,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,봉수대로,257,173-169,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||찜질방",False
103957,103958,27132540,주안24시찜질방,,24 hour jjimjilbang in Juan,Shops and Service,Spa,126.68060643949488,37.46326982911796,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,미추홀대로,736,141-8,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
104184,104185,20169589,석모도해수온탕,석모도온탕,Seokmodo Seawater Hot Spring,Shops and Service,Spa,126.3376168069247,37.67483424509028,대한민국,KOR,KOR,인천광역시,강화군,,삼산면,매음리,삼산남로604번길,6-7,515-1,2021-12-23 15:49:18,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
104326,104327,1253443,세계목욕탕,,world bathhouse,Shops and Service,Spa,126.63330316771484,37.48067643660967,대한민국,KOR,KOR,인천광역시,동구,,송현동,,송화로44번길,1,66-679,2021-12-23 15:49:18,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
104473,104474,691824,삼화목욕탕,,Samhwa Bath,Shops and Service,Spa,126.64029592579284,37.45280246712537,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,토금북로,58,611-83,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
104528,104529,27044797,그린24시 불가마 사우나,,Green 24 Hour Bulma Sauna,Shops and Service,Spa,126.71108229999996,37.531946199999815,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,안남로,548,63-8,2022-08-12 13:15:03,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
106052,106053,822750,명진해수탕,,Myeongjin Seafood Soup,Shops and Service,Spa,126.6049364384608,37.45634840051276,대한민국,KOR,KOR,인천광역시,중구,,항동7가,,연안부두로11번길,3-1,27-80,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
106949,106950,26115,천지호24시불가마사우나,천지호이십사시시불가마사우나,Cheonjiho 24 Hour Burning Masa Sauna,Shops and Service,Spa,126.66068924371488,37.601478439542326,대한민국,KOR,KOR,인천광역시,서구,,마전동,,검단로502번길,18,982-5,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
107265,107266,113915,태평양불가마사우나,,Pacific Fire Masauna,Shops and Service,Spa,126.6825621260119,37.48884528785309,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,장고개로,277-1,247-1,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
107374,107375,224743,청학목욕탕,,Cheonghak Bath,Shops and Service,Spa,126.6628279975899,37.42785558389557,대한민국,KOR,KOR,인천광역시,연수구,,청학동,,청학로5번길,16-8,525-11,2021-12-23 15:49:18,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
107493,107494,1254307,백령목욕탕,,Baengnyeong Bath,Shops and Service,Spa,124.72058789996984,37.968547999999295,대한민국,KOR,KOR,인천광역시,옹진군,,백령면,진촌리,백령로,239,653,2018-10-22 22:22:21,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
108930,108931,656461,불한증사우나,,Bulhanjeung Sauna,Shops and Service,Spa,126.67822501220692,37.417090254452575,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,벚꽃로,114,592,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
111337,111338,1265477,아주대중목욕탕,아주목욕탕,very public bath,Shops and Service,Spa,126.73662027119796,37.46328901192759,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만수로,91,5-384,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
111666,111667,81351,강화해수랜드,해수탕,Ganghwa Seawater Land,Shops and Service,Spa,126.53377139999988,37.62592729999986,대한민국,KOR,KOR,인천광역시,강화군,,길상면,초지리,해안남로,13-12,1251-433,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
112820,112821,614333,천수사우나,,Cheonsu Sauna,Shops and Service,Spa,126.73951608897596,37.54740945696601,대한민국,KOR,KOR,인천광역시,계양구,,임학동,,계양산로,214,5-54,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
113628,113629,299382,천재연불가마사우나,천제연불가마사우나,Genius smoke-free masa sauna,Shops and Service,Spa,126.74337170068495,37.52166285002091,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,부평북로,448,389-2,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
114208,114209,82837,청정사우나,,clean sauna,Shops and Service,Spa,126.70401309999974,37.4787422999997,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,아트센터로,118,607,2022-08-12 13:15:03,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
115977,115978,2155972,남정목욕탕,,Namjeong Bath,Shops and Service,Spa,126.7010623715679,37.48090506358608,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,상정로14번길,35,169-43,2019-11-14 0:00:00,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
117536,117537,812999,대박헬스&24시사우나,,Daebak Health Sauna,Shops and Service,Spa,126.73522321372992,37.48658322081899,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,경인로,1038,270,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
118453,118454,958338,스파렉스불가마사우나,스파렉스사우나,SPAREX Bulga Masa Sauna,Shops and Service,Spa,126.63566499999992,37.45383699999979,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,토금중로,13,628-62,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||찜질방",False
120999,121000,27491142,휴림토르마린저온찜질방,,Hulim Tourmaline Low Temperature Jjimjilbang,Shops and Service,Spa,126.71480612560435,37.42868588026394,대한민국,KOR,KOR,인천광역시,남동구,,남촌동,,남촌로,83,266-8,2022-08-19 9:48:28,"쇼핑,편의||목욕,찜질||찜질방",False
122742,122743,513048,초원천연게르마늄사우나,초원사우나,Chowon Natural Germanium Sauna,Shops and Service,Spa,126.67712280075187,37.48982842482796,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,신진말로14번길,33,262,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
122906,122907,1265294,간석사우나찜질방,간석찜질방,Ganseok Sauna Jjimjilbang,Shops and Service,Spa,126.70849124796592,37.464035370346494,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,남동대로916번길,6,210-1,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
124210,124211,1110984,대우24시사우나,대우사우나,Daewoo 24 hour sauna,Shops and Service,Spa,126.73707891990892,37.5383483716914,대한민국,KOR,KOR,인천광역시,계양구,,용종동,,계양문화로,86,210-3,2022-08-26 9:52:19,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
125172,125173,408493,황토볼불가마&사우나,황토볼불가마앤사우나,Red clay ball kiln & sauna,Shops and Service,Spa,126.62857725677884,37.47967329452799,대한민국,KOR,KOR,인천광역시,동구,,화수동,,운교로,10,287-4,2020-01-14 23:43:26,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
125244,125245,592794,효성전통불가마사우나,효성불가마사우나,Hyosung Traditional Bulgamasa Sauna,Shops and Service,Spa,126.69968532431588,37.525513236163,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,아나지로,75,549-2,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
125387,125388,248458,유림해수탕,,Yurim Sea Water Soup,Shops and Service,Spa,126.60311109999992,37.454210499999775,대한민국,KOR,KOR,인천광역시,중구,,항동7가,,연안부두로43번길,15-1,58-69,2021-12-23 15:49:18,"쇼핑,편의||목욕,찜질||찜질방",False
126223,126224,2155691,신화목욕탕,신화사우나,Shinhwa Bath,Shops and Service,Spa,126.72943863349992,37.492931810966574,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,장제로83번길,5,558-1,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
126653,126654,4340874,청수사우나,,Cheongsu Sauna,Shops and Service,Spa,126.67828465863188,37.51234903517359,대한민국,KOR,KOR,인천광역시,서구,,석남동,,서달로149번길,6-8,470-6,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
129754,129755,2147989,우일여성전용사우나,우일대중탕,Wooil Women's Sauna,Shops and Service,Spa,126.71768600357387,37.48684020272648,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부영로,18,760-600,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
129910,129911,963520,강화참숯마을,,Ganghwa Charcoal Village,Shops and Service,Spa,126.48172849999985,37.71015659999978,대한민국,KOR,KOR,인천광역시,강화군,,선원면,냉정리,강화동로,861,232,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
134103,134104,1271079,불로사우나,,Bulosauna,Shops and Service,Spa,126.69099770894088,37.618710519349406,대한민국,KOR,KOR,인천광역시,서구,,불로동,,검단로,842,308,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
135021,135022,1257878,로얄대중사우나,로얄사우나,Royal public sauna,Shops and Service,Spa,126.68283154514488,37.49502192091289,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,원적로,100,30-49,2022-08-12 13:15:03,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
135975,135976,577344,천지연사우나,천지연불가마,Cheonjiyeon Jewel Burning Fire,Shops and Service,Spa,126.73427163382893,37.5318064715663,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,장제로,718,901-1,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
139852,139853,770885,월미랜드,,Wolmi Land,Shops and Service,Spa,126.65501562186688,37.45696175446157,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,독정이로,10,490-16,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
142427,142428,1870819,순일목욕탕,,Sunil Bath,Shops and Service,Spa,126.67178396887088,37.46801263765947,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,석정로,327,119-43,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
142794,142795,2612111,고전찜질방,,classic jjimjilbang,Shops and Service,Spa,126.68545529999994,37.450783999999786,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,인주대로,438,1505-2,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||찜질방",False
143293,143294,656229,신성사우나,신성사우나,Shinsung Sauna,Shops and Service,Spa,126.68243350386687,37.46052718320277,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,주안중로,25,169,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
143735,143736,3131405,주화대중목욕탕,주화목욕탕,Juhwa Public Bath,Shops and Service,Spa,126.73865679999996,37.4973413999998,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,부흥로,420,502-5,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
145887,145888,53380,강화24시청솔불한증막,청솔불한증막,Ganghwa 24 City Hall Solbulhan Steam Room,Shops and Service,Spa,126.48214889999969,37.724985699999614,대한민국,KOR,KOR,인천광역시,강화군,,선원면,창리,중앙로,246,628-1,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
145931,145932,3458906,24시해수불가마,24시불가마,24 hour seawater kiln,Shops and Service,Spa,126.53358799999988,37.62608699999985,대한민국,KOR,KOR,인천광역시,강화군,,길상면,초지리,해안남로,13-12,1251-433,2021-12-23 15:49:18,"쇼핑,편의||목욕,찜질||찜질방",False
146005,146006,28160,이지24시 보석불가마사우나,이지보석불가마사우나,Easy 24 Hours Gem Non-Business Massage,Shops and Service,Spa,126.66000363278987,37.60321410859802,대한민국,KOR,KOR,인천광역시,서구,,마전동,,검단로,505,932-1,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
