,name,name_eng,problems,category,subcategory
57005,자동차정비마을,car maintenance village,"('정비', 'Repair')",Shops and Service,Auto Maintenance
57359,진석자동차공업사,"Jinseok Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
57377,우진자동차공업사,Woojin Automobile,"('공업', 'Industry')",Shops and Service,Auto Maintenance
57742,백마자동차공업사,"Baekma Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
57846,다산광택,fertility gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
58124,오토프로업자동차공업사,"Auto Pro-up Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
58993,카포스황제자동차공업사,"Carpos Emperor Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
59840,성민자동차공업사,"Sungmin Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
59843,미광광택,matte gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
60010,대부모터스공업사,Daebu Motors,"('공업', 'Industry')",Shops and Service,Auto Maintenance
60430,동양자동차공업사,"Dongyang Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
60620,대덕자동차공업사,"Daedeok Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
60664,home광택,home gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
61131,카포스 진보자동차공업사,"Carpos Jinbo Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
61520,신자동차공업사,new automobile company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
61840,부평택시미터자동차공업사,"Bupyeong Taxi Meter Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
62175,해안자동차공업사,"Haeahn Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
62225,바로바로자동차공업사,Baro Baro Automobile Co.,"('공업', 'Industry')",Shops and Service,Auto Maintenance
62471,세븐코팅광택전문점,Seven Coating Glossy Store,"('광택', 'Polish')",Shops and Service,Auto Maintenance
62735,카포스 월드자동차공업사,"Carpos World Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
62816,신자동차공업사,new automobile company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
62950,카포스 현대24시자동차공업사,"Carpos Hyundai 24 Hour Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
63298,실로암자동차공업사,"Siloam Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
63312,동우공업사,Dongwoo Industries,"('공업', 'Industry')",Shops and Service,Auto Maintenance
63354,카포스 오토라인자동차공업사,"Carpos Autoline Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
63852,카포스 미래자동차공업사,"Carpos Future Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
63999,예스모터스 수입차정비,Yes Motors Imported car maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
64682,자유자동차공업사,Freedom Automobile Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
64780,모비스정비센타,Mobis Maintenance Center,"('정비', 'Repair')",Shops and Service,Auto Maintenance
64786,유명자동차공업사,famous automobile company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
64986,카포스 진성자동차,Carpos Jinsung Motors,"('포스', 'Force')",Shops and Service,Auto Maintenance
65222,동일자동차공업사,Dongil Automobile Co.,"('공업', 'Industry')",Shops and Service,Auto Maintenance
65405,신비자동차공업사,"Sinb Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
65564,준자동차공업사,semi-automotive company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
65618,코리아모터스자동차공업사,"Korea Motors Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
65702,진영자동차공업사,Jinyoung Automobile,"('공업', 'Industry')",Shops and Service,Auto Maintenance
65806,성산자동차공업사,"Seongsan Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
65812,청우자동차공업사,"Cheongwoo Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
65848,카포스 킹자동차공업사,"Carpos King Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
65946,카포스 청풍자동차공업사,"Carpos Cheongpung Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
66182,정재자동차공업사,"Jeongjae Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
66308,동서자동차공업사,Dongseo Automobile Co.,"('공업', 'Industry')",Shops and Service,Auto Maintenance
66703,신세기광택,New Century Gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
67087,우성자동차공업사,"Woosung Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
67372,삼흥자동차공업사,Samheung Automobile,"('공업', 'Industry')",Shops and Service,Auto Maintenance
68037,도영자동차공업사,Doyoung Automobile,"('공업', 'Industry')",Shops and Service,Auto Maintenance
68692,주안자동차공업사,"Juan Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
69212,밍광택,luster,"('광택', 'Polish')",Shops and Service,Auto Maintenance
69310,정광택,Jung Gwang-taek,"('광택', 'Polish')",Shops and Service,Auto Maintenance
69640,미진자동차공업사,"Mijin Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
69776,극동공업사,Kukdong Industrial Co.,"('공업', 'Industry')",Shops and Service,Auto Maintenance
70082,카포스 한일카서비스,Carpos Hanil Car Service,"('포스', 'Force')",Shops and Service,Auto Maintenance
70200,자동차정비마을공업사,Automobile Maintenance Village,"('공업', 'Industry')",Shops and Service,Auto Maintenance
70395,우림자동차공업사,"Woolim Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
71355,신우자동차공업사,Shinwoo Automobile,"('공업', 'Industry')",Shops and Service,Auto Maintenance
71408,창원자동차공업사,"Changwon Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
71629,성진자동차공업사,Sungjin Automobile,"('공업', 'Industry')",Shops and Service,Auto Maintenance
72428,올레모터스종합정비센터,Olle Motors Maintenance Center,"('정비', 'Repair')",Shops and Service,Auto Maintenance
72536,그린자동차공업사,Green Automobile Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
72767,카포스동원자동차공업사,"Carpos Dongwon Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
73017,카포스 주연자동차공업사,Carpos Joo-yeon Automobile Industry Company,"('포스', 'Force')",Shops and Service,Auto Maintenance
73052,대왕자동차공업사,Daewang Automobile,"('공업', 'Industry')",Shops and Service,Auto Maintenance
74053,김도영정비,Kim Do-young maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
74436,이상한데 오토바이,weird motorcycle,"('오토', 'Auto')",Shops and Service,Auto Maintenance
74900,한샘자동차공업사,Hanssem Automobile,"('공업', 'Industry')",Shops and Service,Auto Maintenance
75064,남도자동차공업사,Namdo Automobile Co.,"('공업', 'Industry')",Shops and Service,Auto Maintenance
75643,용인자동차공업사,Yongin Automobile,"('공업', 'Industry')",Shops and Service,Auto Maintenance
76029,1급케이비자동차공업사,1st class KB Automobile Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
76118,카포스 서인천자동차공업사,"Seoincheon Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
76594,대화자동차정비공업사,Daehwa Automobile Maintenance Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
76729,럭키광택,lucky gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
76834,만수현대자동차공업사,Mansu Hyundai Motor Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
77944,진주자동차공업사,Jinju Automobile Co.,"('공업', 'Industry')",Shops and Service,Auto Maintenance
78022,카포스 한조자동차공업사,"Carpos Hanzo Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
78048,경인로자동차공업사,"Gyeonginro Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
78192,십정자동차공업사,"Sipjeong Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
78614,서해안자동차공업사,"Seohaean Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
78646,YES카 정비본부,YES Car Maintenance Headquarters,"('정비', 'Repair')",Shops and Service,Auto Maintenance
78702,민성광택코팅전문점,Minseong Glossy Coating Store,"('광택', 'Polish')",Shops and Service,Auto Maintenance
78704,마일레오토서비스 인천 간석점 동신카센터,Mileoto Service Incheon Ganseok Branch Dongshin Car Center,"('오토', 'Auto')",Shops and Service,Auto Maintenance
79228,앤트비자동차공업사,"Antby Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
79323,알파자동차공업사,"Alpha Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
79668,차오름 모터스 1급정비,Chaoreum Motors Class 1 Maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
79854,현자동차공업사,"Hyeon Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
79949,스피드카공업사,speed car company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
79967,성심자동차공업사,"Sungshim Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
80151,한국타이어현대카공업사,Hankook Tire Hyundai Motor Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
80210,원종합자동차공업사,"Won General Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
80506,동부자동차공업사,"Dongbu Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
80700,아주자동차공업사,Ajou Automobile Co.,"('공업', 'Industry')",Shops and Service,Auto Maintenance
80933,10년타기정비센터 효성점,10-Year Maintenance Center Hyosung Branch,"('정비', 'Repair')",Shops and Service,Auto Maintenance
81999,효성자동차공업사,Hyosung Motor Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
82213,홍광택전문점,Hong Kwang Taek Specialty Store,"('광택', 'Polish')",Shops and Service,Auto Maintenance
82543,성연자동차공업사,"Sungyeon Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
82873,풍창자동차정비공업사,Poongchang Automobile Maintenance Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
82881,아트카광택,art car gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
82943,마일레오토서비스 인천서구점 좋은차정비,Mile Auto Service  Incheon Seogu Branch  Good Car Maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
82967,신현대자동차공업사,New Hyundai Motor Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
83871,카포스 태일자동차공업사,"Carpos Taeil Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
83903,스피드광택,speed gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
84067,엄지자동차공업사,"Umji Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
84144,화이트모터스 수입차정비,White Motors Imported car maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
84234,제일자동차공업사,Jeil Automobile,"('공업', 'Industry')",Shops and Service,Auto Maintenance
84692,대산자동차공업사,Daesan Motor Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
84756,대림오토바이 인천점,Daelim Motorcycle Incheon Branch,"('오토', 'Auto')",Shops and Service,Auto Maintenance
85281,1급 아주공업사,1st grade Aju company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
85824,홍일자동차공업사,"Hongil Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
85833,그린카공업사,Green car company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
85919,바름정비 부개동점,Barum Maintenance Bugae-dong,"('정비', 'Repair')",Shops and Service,Auto Maintenance
87151,붕붕자동차공업사,"Bungbung Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
87312,현대자동차공업사,Hyundai Motor Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
87376,신화자동차정비,Shinhwa Automobile Maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
87973,대경자동차정비공업사,"Daekyung Automobile Maintenance Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
88177,오토모빌정비센터,Automobile Maintenance Center,"('정비', 'Repair')",Shops and Service,Auto Maintenance
88339,제물포자동차공업사,"Jemulpo Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
88359,대원자동차공업사,"Daewon Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
88457,대동자동차정비,Daedong Automobile Maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
88546,털보자동차공업사,"Tulbo Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
89159,유성자동차공업사,"Yuseong Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
89665,대진자동차정비,Daejin Auto Maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
89888,서창자동차정비공업사,Seochang Automobile Maintenance Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
89981,1급우일자동차정비,1st class car maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
90096,쌍용자동차 부평정비사업소,Ssangyong Motor Bupyeong Maintenance Office,"('정비', 'Repair')",Shops and Service,Auto Maintenance
90298,카포스 수인자동차공업사,"Carpos Suin Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
90549,현대코팅광택,Hyundai Coating Gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
91245,논현모터스정비센터,Nonhyeon Motors Maintenance Center,"('정비', 'Repair')",Shops and Service,Auto Maintenance
91289,한독자동차공업사,Handok Automobile Co.,"('공업', 'Industry')",Shops and Service,Auto Maintenance
91299,정일자동차공업사,"Jungil Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
91631,카포스 한양카센타,Carpos Hanyang Car Center,"('포스', 'Force')",Shops and Service,Auto Maintenance
91674,영종기아현대자동차공업사,Youngjong Kia Hyundai Motor Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
91966,화이트자동차정비공업사,White Auto Repair Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
92693,그린자동차공업사,Green Automobile Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
92783,카포스 돌고래카공업사,"Carpos Dolphin Car Industry Co., Ltd.","('포스', 'Force')",Shops and Service,Auto Maintenance
93377,웰컴자동차정비,Welcome car maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
93418,그린오토자동차공업사,"Green Auto Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
93432,랜드자동차공업사,"Land Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
93689,대우자동차공업사,Daewoo Motor Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
93694,우리광택,Woori Gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
93865,두리자동차공업사,"Doori Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
93951,전진자동차전문정비,Jeonjin Automobile Maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
93997,청농모터스카공업사,"Cheongnong Motor Car Industry Co., Ltd.","('모터스', 'Motors')",Shops and Service,Auto Maintenance
95365,진달래자동차공업사,"Jindalae Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
95383,카포스 건효자동차공업사,"Carpos Geonhyo Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
95569,한성광택,Hansung Gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
95820,간석현대자동차공업사,Ganseok Hyundai Motor Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
96188,국제광택,international gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
97148,카포스 제일자동차공업사,"Carpos Jeil Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
97192,자동차검사정비카123텍,Auto Inspection Maintenance Car 123 Tech,"('정비', 'Repair')",Shops and Service,Auto Maintenance
97613,오성자동차공업사,Ohsung Motor Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
98789,행복자동차공업사,"Happy Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
98795,카포스태양카센타공업사,"Capos Sun Car Center Industry Co., Ltd.","('포스', 'Force')",Shops and Service,Auto Maintenance
98831,1급현대자동차공업사,1st class Hyundai Motor Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
99020,내트럭하우스 인천사업소 종합정비센터,My Truck House Incheon Office Comprehensive Maintenance Center,"('정비', 'Repair')",Shops and Service,Auto Maintenance
99276,1급신일자동차종합정비검사소,Class 1 Shinil Automobile Maintenance Inspection Center,"('정비', 'Repair')",Shops and Service,Auto Maintenance
99625,가야자동차공업사,"Gaya Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
99637,애니카랜드1급부평자동차정비공업사,Anycar Land Class 1 Bupyeong Automobile Maintenance Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
99681,21세기공업사,21st century industrial history,"('공업', 'Industry')",Shops and Service,Auto Maintenance
100026,광일자동차정비공업사,"Gwangil Automobile Maintenance Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
100818,현대덴트플러스카정비,Hyundai Dent Plus Car Maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
101007,유신광택,Yushin Gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
101232,진선자동차공업사,"Jinsun Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
102129,국민자동차공업사,Kookmin Automobile Corporation,"('공업', 'Industry')",Shops and Service,Auto Maintenance
102410,막내카공업사,youngest car manufacturer,"('공업', 'Industry')",Shops and Service,Auto Maintenance
102485,사랑자동차공업사,"Sarang Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
102554,카맨샵 평화자동차공업사,"Car Man Shop Pyeonghwa Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
102880,이레카정비센터,Ireka Maintenance Center,"('정비', 'Repair')",Shops and Service,Auto Maintenance
103040,카포스원광자동차공업사,"Carpos Wonkwang Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
103595,카포스 블루자동차공업사,"Carpos Blue Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
103749,르노코리아자동차서비스코너 용현점,Renault Korea Automobile Designated Maintenance Corner  Yonghyeon Branch,"('서비스', 'Service')",Shops and Service,Auto Maintenance
103774,영동자동차공업사,"Yeongdong Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
103894,출장정비빵구,Business trip maintenance bread,"('정비', 'Repair')",Shops and Service,Auto Maintenance
104047,신태양자동차공업사,"Shin Taeyang Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
104634,카포스 뉴카센타,Carpos New Car Center,"('포스', 'Force')",Shops and Service,Auto Maintenance
105118,덕신자동차공업사,"Deokshin Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
105295,스피드자동차공업사,speed car company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
105453,카포스 대운종합카센타,Carpos Daewoon General Car Center,"('포스', 'Force')",Shops and Service,Auto Maintenance
105772,서강정비사업소,Seogang Maintenance Office,"('정비', 'Repair')",Shops and Service,Auto Maintenance
106037,카포스양심타이어,kapos conscience tire,"('포스', 'Force')",Shops and Service,Auto Maintenance
106075,OK자동차공업사,"OK Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
106203,대신자동차공업사,Daishin Automobile Co.,"('공업', 'Industry')",Shops and Service,Auto Maintenance
106597,덕행자동차공업사,"Deokhaeng Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
107209,아우토반공업사&손세차.스팀세차,Autobahn Industries,"('공업', 'Industry')",Shops and Service,Auto Maintenance
107653,카맨샵송도점서산카경정비세차,Carman Shop Songdo Branch Seosan Car Light Maintenance Car Wash,"('정비', 'Repair')",Shops and Service,Auto Maintenance
107715,청양자동차정비공업사,Cheongyang Auto Repair Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
108042,우리자동차공업사,Woori Automobile,"('공업', 'Industry')",Shops and Service,Auto Maintenance
108226,10년타기정비센터 신현점,10-year ride maintenance center Shinhyeon branch,"('정비', 'Repair')",Shops and Service,Auto Maintenance
108247,카포스신원자동차공업사,"Carpos Shinwon Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
108363,정해자동차공업사,"Jeonghae Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
108839,태광자동차공업사,Taekwang Motor,"('공업', 'Industry')",Shops and Service,Auto Maintenance
109437,동산공업사,Dongsan Industrial Co.,"('공업', 'Industry')",Shops and Service,Auto Maintenance
109520,탑카광택,top car gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
109733,1급그린정비공업,1st grade green maintenance industry,"('정비', 'Repair')",Shops and Service,Auto Maintenance
109758,슈퍼덴트칼라광택,Super dent color gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
109915,자동차119정비센타,Auto 119 Maintenance Center,"('정비', 'Repair')",Shops and Service,Auto Maintenance
110009,카포스 공단자동차공업사,"Carpos Industrial Complex Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
110776,마스타현대자동차공업사인천간석6호점,Master Hyundai Motor Company Incheon Ganseok 6th Branch,"('공업', 'Industry')",Shops and Service,Auto Maintenance
110785,청우자동차정비공업사,"Chungwoo Automobile Maintenance Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
110986,대성자동차공업사,Daesung Motor Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
111394,바름정비 원창동점,Bareum Maintenance Wonchang-dong,"('정비', 'Repair')",Shops and Service,Auto Maintenance
111485,형제자동차공업사,Brothers Automobile Co.,"('공업', 'Industry')",Shops and Service,Auto Maintenance
111577,세중자동차공업사,Sejung Automobile Co.,"('공업', 'Industry')",Shops and Service,Auto Maintenance
112308,인천자동차공업사,Incheon Automobile Corporation,"('공업', 'Industry')",Shops and Service,Auto Maintenance
112367,가좌동정비공장,Gajwa-dong Maintenance Factory,"('정비', 'Repair')",Shops and Service,Auto Maintenance
112687,대한자동차공업사,Korea Automobile Corporation,"('공업', 'Industry')",Shops and Service,Auto Maintenance
113269,상덕자동차공업사,"Sangdeok Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
113340,만성카정비센타,Chronic car maintenance center,"('정비', 'Repair')",Shops and Service,Auto Maintenance
113578,제일공업사,Cheil Industries,"('공업', 'Industry')",Shops and Service,Auto Maintenance
113803,경기자동차공업사,Gyeonggi Automobile,"('공업', 'Industry')",Shops and Service,Auto Maintenance
113812,현대자동차공업사,Hyundai Motor Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
114054,양도자동차공업사,"Yangyang Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
114536,오케이광택,ok gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
114612,넘버원자동차공업사,number one automobile company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
114926,S CLASS광택,S CLASS Gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
115522,JJ Motors 수입차정비,JJ Motors Imported car maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
116099,남동자동차공업사,"Namdong Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
116548,안박사공업사,"Dr. Ahn Industrial Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
116850,10년타기정비센터논현점,10-Year Tagi Maintenance Center Nonhyeon Branch,"('정비', 'Repair')",Shops and Service,Auto Maintenance
116961,르노코리아자동차남동정비사업소,Renault Korea Automobile Namdong Maintenance Office,"('정비', 'Repair')",Shops and Service,Auto Maintenance
117175,금호자동차공업사,"Kumho Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
117421,믿음자동차공업사,"Faith Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
117810,정우자동차공업사,Jungwoo Automobile,"('공업', 'Industry')",Shops and Service,Auto Maintenance
117876,차밍광택 본점,Charming Gloss Main Store,"('광택', 'Polish')",Shops and Service,Auto Maintenance
118113,번개특수광택,Lightning special gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
118118,남부자동차공업사,"Nambu Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
118445,화이트자동차정비,white car maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
118710,국제자동차공업사,International Automobile Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
119197,쌍용모터스정비,Ssangyong Motors Maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
119247,우리정비공업사,Woori maintenance company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
119307,신광종합경정비,Shinkwang Comprehensive Light Maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
119326,덕교자동차공업사,"Deokgyo Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
119353,카포스 장성자동차공업사,"Carpos Jangseong Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
119539,교동자동차공업사,"Gyodong Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
119872,진주자동차공업사,Jinju Automobile Co.,"('공업', 'Industry')",Shops and Service,Auto Maintenance
119875,카포스 구월자동차공업사,"Carpos Guwol Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
120355,르노코리아자동차지정정비센터 검단정비,Renault Korea Automobile Designated Maintenance Center Geomdan Maintenance,"('정비', 'Repair')",Shops and Service,Auto Maintenance
121180,유로자동차공업사,Euro Automobile Co.,"('공업', 'Industry')",Shops and Service,Auto Maintenance
121314,카포스 현대자동차공업사,Carpos Hyundai Motor Company,"('공업', 'Industry')",Shops and Service,Auto Maintenance
121566,샤인광택,Shine Gloss,"('광택', 'Polish')",Shops and Service,Auto Maintenance
121976,명성자동차공업사,"Myeongseong Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
122126,전진자동차공업사,"Jeonjin Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
122629,하이원자동차공업사,"High1 Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
122710,영진자동차공업사,Youngjin Automobile,"('공업', 'Industry')",Shops and Service,Auto Maintenance
122723,시현광택,glare,"('광택', 'Polish')",Shops and Service,Auto Maintenance
122735,아름다운전문광택점 본점,Beautiful professional gloss shop,"('광택', 'Polish')",Shops and Service,Auto Maintenance
122762,신구월자동차공업사,"Shin Guwol Automobile Co., Ltd.","('공업', 'Industry')",Shops and Service,Auto Maintenance
122987,마일레오토서비스 인천부평점 EU모터스,Mileeoto Service Incheon Bupyeong EU Motors,"('오토', 'Auto')",Shops and Service,Auto Maintenance
123072,대청공업사,Daechung Industrial Co.,"('공업', 'Industry')",Shops and Service,Auto Maintenance
123236,금강중기공업사,Geumgang Heavy Industries,"('공업', 'Industry')",Shops and Service,Auto Maintenance
