,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
51943,51944,1262121,안경박사 신현점,,Dr. Glasses Shinhyeon Branch,Shops and Service,Optical,126.67275792885988,37.51721382221999,대한민국,KOR,KOR,인천광역시,서구,,신현동,,가정로,361,283-17,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경박사",False
52090,52091,27429552,씨플러스안경원,,cplus opticians,Shops and Service,Optical,126.72337049974593,37.49004860114149,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,광장로,16,738-21,2022-08-08 10:29:42,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
52642,52643,1870774,EYE비젼안경콘택트 불로점,K비젼안경 불로점,K-Vision Glasses Contact Bulo,Shops and Service,Optical,126.6912800320473,37.61888666671271,대한민국,KOR,KOR,인천광역시,서구,,불로동,,검단로,842,308,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||K비젼안경",False
53249,53250,27068845,으뜸플러스안경 인천구월점,,Best Plus Glasses Incheon Guwol Branch,Shops and Service,Optical,126.70148259999993,37.44485559999978,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로489번길,28,1463-2,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||으뜸플러스안경",False
53472,53473,2601822,안경마을,,glasses village,Shops and Service,Optical,126.70454465365788,37.517396927801286,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,청중로,66,174,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
53621,53622,4333568,눈앤눈 안경원,,eye and eye optician,Shops and Service,Optical,126.73428591940895,37.46162985451129,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만수서로,74,1120-2,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
53652,53653,793936,앤365렌즈 안경닥터,,Ann 365 Lens Glasses Doctor,Shops and Service,Optical,126.67026079520788,37.44035557215836,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로,200,660-11,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
53729,53730,4336308,퍼플페이스안경,,purple face glasses,Shops and Service,Optical,126.62953263055884,37.525204121313394,대한민국,KOR,KOR,인천광역시,서구,,청라동,,푸른로8번안길,4,105-9,2022-08-12 13:15:03,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
54221,54222,4330766,선인안경원,,seonin optician,Shops and Service,Optical,126.65487289322289,37.46787330896037,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,석정로,176-3,80-55,2022-08-08 10:29:42,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
54396,54397,4331181,1001안경콘택트 위드렌즈 삼산점,일공공일안경,1001 Glasses Contact Incheon Samsan Branch,Shops and Service,Optical,126.74343870107992,37.52176864982952,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,부평북로,448,389-2,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||1001안경콘택트",False
57402,57403,1870270,오클리 아이하우스안경,오클리 iHouse안경,oakley i house glasses,Shops and Service,Optical,126.67458798446388,37.59409397470833,대한민국,KOR,KOR,인천광역시,서구,,마전동,,서곶로,866,1056-6,2022-05-01 12:37:48,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
58420,58421,27137978,오클리 대동월드안경,,Oakley Daedong World Glasses,Shops and Service,Optical,126.6815311115919,37.41317142211676,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,용담로,153,633,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
58516,58517,666119,씨채널안경 연수점,,C Channel Glasses Training Center,Shops and Service,Optical,126.6771206608189,37.41277655118365,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,샘말로7번길,18,601-15,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||씨채널안경",False
59267,59268,20083597,드라마안경콘택트,,drama glasses contact,Shops and Service,Optical,126.6585643165169,37.60258941663061,대한민국,KOR,KOR,인천광역시,서구,,마전동,,검단로,489,933-1,2022-05-01 12:37:48,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
60108,60109,1270842,안경백화점렌즈하우스,,Glasses Department Store Lens House,Shops and Service,Optical,126.7041491833029,37.517997753964686,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,마장로,445,15-7,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
60786,60787,27139426,미인안경,,beauty glasses,Shops and Service,Optical,126.65670994907772,37.60153934848839,대한민국,KOR,KOR,인천광역시,서구,,왕길동,,검단로,470,659-2,2022-08-12 13:15:03,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
60801,60802,2612126,화니본안경,,fannybone glasses,Shops and Service,Optical,126.6813605974969,37.44781741100686,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,인하로,300,1257-4,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
61341,61342,27129697,시호비전 롯데마트 부평역점,,Siho Vision Lotte Mart Bupyeong Station Branch,Shops and Service,Optical,126.72379160027592,37.4897990006859,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,광장로,16,738-21,2022-08-08 10:29:42,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
61698,61699,2605044,밝은세상안경 계산점,,bright world glasses checkpoint,Shops and Service,Optical,126.73707744039913,37.53817710776872,대한민국,KOR,KOR,인천광역시,계양구,,용종동,,계양문화로,86,210-3,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
61758,61759,27183624,아이라야,,Airaya,Shops and Service,Optical,126.66034487860192,37.380579636795126,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,송도과학로16번길,33-2,174-3,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
63016,63017,3325001,오렌즈인천구월점,OLENS인천구월점,Orens Incheon Guwol Branch,Shops and Service,Optical,126.70159731253524,37.44431663427885,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,497-15,1467-1,2022-08-12 13:15:03,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
63342,63343,5716283,하이눈안경,하이눈콘택트,high eye glasses,Shops and Service,Optical,126.69211371567889,37.465903190986175,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,석정로,507,617-40,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
63827,63828,4347220,알프스안경,,alps glasses,Shops and Service,Optical,126.48232469999984,37.74728939999992,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,신문리,청하동길,5,241-107,2022-05-01 12:37:48,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
64161,64162,1264316,앤365렌즈 아이샵 인천만수3지구점,아이샵안경원만수3지구점,Ann 365 Lens Eye Shop Incheon Bay 3 District Branch,Shops and Service,Optical,126.73616620975696,37.44326393699396,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,장승남로,36,1041,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
64824,64825,27140228,안경백서 간석점,,Glasses White Paper Ganseok Store,Shops and Service,Optical,126.70813249817888,37.46068745551266,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,남동대로,875,285-2,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
66569,66570,1871101,연세안경 부평점,,Yonsei Glasses Bupyeong,Shops and Service,Optical,126.74227446517794,37.48562781109449,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,경인로1104번길,6,327,2022-08-12 13:15:03,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
68581,68582,4337242,안경스튜디오부평점,,Glasses Studio Bupyeong,Shops and Service,Optical,126.7286318174334,37.490886126799865,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경원대로,1438,179-14,2022-08-12 13:15:03,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
68591,68592,1262135,밝은눈안경 서구청점,,Bright Eye Glasses Seo-gu Office,Shops and Service,Optical,126.67571740088032,37.54405676536897,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,탁옥로,55,247-10,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
69246,69247,5673206,착한안경 부평점,,Good Glasses Bupyeong,Shops and Service,Optical,126.72694062889532,37.49502364447751,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,시장로,47-1,229-3,2022-08-30 9:43:30,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
69602,69603,27070309,더봄안경,,More Spring Glasses,Shops and Service,Optical,126.6604774684079,37.44462458726718,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로,101,420-5,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
70102,70103,27330392,포레스트 안경,,forest glasses,Shops and Service,Optical,126.6710844999999,37.5226382999998,대한민국,KOR,KOR,인천광역시,서구,,가정동,,,,478-23,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
70631,70632,2609571,다비치안경 인하대점,DAVICH인하대점,Davichi Glasses Inha University,Shops and Service,Optical,126.65672989999992,37.45134299999978,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,인하로,75,191-3,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||다비치안경",False
71693,71694,5719689,남대문안경,,Namdaemun Glasses,Shops and Service,Optical,126.73321946974986,37.454653849809695,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,백범로,123,956-2,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
72132,72133,5689376,안경매니아 렌즈디바,,Glasses Mania Lens Diva,Shops and Service,Optical,126.7401534,37.490475699999806,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,수변로,43,197-15,2022-07-05 16:31:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
72704,72705,2595220,룩앤미안경,룩엔미안경,look and beauty glasses,Shops and Service,Optical,126.70122490814488,37.47205965157799,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,열우물로,42,402-31,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
73205,73206,1869888,스마일안경콘택트,,Smile Glasses Contact,Shops and Service,Optical,126.72549398237793,37.48848047278919,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,육동로,36,604-15,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
73768,73769,450780,성모안경콘택트,박동수이비인후과의원,Virgin Glasses Contact,Shops and Service,Optical,126.72297383611692,37.5425379334247,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,계양대로,208,944-28,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
73974,73975,2600314,1001안경콘택트 계산점,일공공일안경콘택트계산점,1001 Glasses Contact Checkpoint,Shops and Service,Optical,126.72534299119988,37.54317316674491,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,경명대로,1066,945-12,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||1001안경콘택트",False
74461,74462,3452031,보보스안경원,,bobos optician,Shops and Service,Optical,126.7149662677274,37.45664509265103,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,용천로,80,1241-2,2022-08-12 13:15:03,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
76087,76088,5680093,글라스박스 가좌점,GLASSBOX가좌점,Glass Box Gajwa Store,Shops and Service,Optical,126.67193279719991,37.497817903369686,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,가정로,146-1,114-1,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||글라스박스",False
77761,77762,1260143,1001안경콘택트 서구점,일공공일안경콘택트서구점,1001 Glasses Contact Seogu Branch,Shops and Service,Optical,126.68174999999997,37.4948178999998,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,원적로,91,122-2,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||1001안경콘택트",False
78558,78559,1871003,안경OK콘택트 원당점,안경오케이콘택트 원당점,Glasses OK Contact Wondang Store,Shops and Service,Optical,126.6972396321959,37.593819117770245,대한민국,KOR,KOR,인천광역시,서구,,원당동,,원당대로,861,824-9,2022-05-01 12:37:48,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
79515,79516,1856429,아이랜드안경,,Irish Glasses,Shops and Service,Optical,126.65699198352588,37.42759035123476,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,비류대로,202,305-3,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
79982,79983,720815,내눈에안경,, glasses in my eyes,Shops and Service,Optical,126.65662560106388,37.42665676000686,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,한나루로193번길,4,283-2,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
80158,80159,3460808,안경박사 부평점,,Dr. Glasses Bupyeong Branch,Shops and Service,Optical,126.73046279688393,37.5009443690129,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,장제로,171,377-2,2022-08-12 13:15:03,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
80943,80944,27122304,오라클안경원,,oracle optician,Shops and Service,Optical,126.71968389246788,37.45553432543759,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,호구포로,818,1264,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
81637,81638,2615189,헬씨아이,,healthy i,Shops and Service,Optical,126.73151499362808,37.5429235836521,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,경명대로,1120,12-10,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
82256,82257,3461447,꾸미고안경,,decorating glasses,Shops and Service,Optical,126.73424092275793,37.57954130363623,대한민국,KOR,KOR,인천광역시,계양구,,장기동,,황어로,121,137-3,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
82267,82268,2616933,눈편한안경,,eye glasses,Shops and Service,Optical,126.73524717362297,37.517120185696285,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,충선로,313,426-12,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
83410,83411,4500224,아이데코구월점,EYEDECO구월점,Ideco Guwol Branch,Shops and Service,Optical,126.72009917861108,37.4560225736472,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,구월로,265,341-8,2022-08-30 9:43:30,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
83492,83493,3124255,안경매니아 학익점,,Glasses Mania Hakikjeom,Shops and Service,Optical,126.66515350521888,37.442324358723056,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로,150,255-13,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
83846,83847,3961775,다비치안경 신세계주차타워앞사거리점,DAVICH 신세계주차타워앞사거리점,Davichi Glasses Shinsegae Parking Tower Intersection Store,Shops and Service,Optical,126.70317392456188,37.44339328334369,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로507번길,4,1475,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||다비치안경",False
84334,84335,5682378,최군안경,,Choi Gun Glasses,Shops and Service,Optical,126.73076030617293,37.42050978432716,대한민국,KOR,KOR,인천광역시,남동구,,도림동,,논고개로,345,658-8,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
84661,84662,1072734,아이모델안경,,eye model glasses,Shops and Service,Optical,126.67234830028188,37.40721680236844,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,앵고개로264번길,10-1,933-1,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
84834,84835,2594597,좋은세상안경,,good world glasses,Shops and Service,Optical,126.72189599999994,37.516828999999824,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,부평대로,284,158-4,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
85092,85093,1272190,1001안경콘택트 원당점,일공공일안경콘택트원당점,1001 Glasses Contact Wondang,Shops and Service,Optical,126.6968170001369,37.59337799977881,대한민국,KOR,KOR,인천광역시,서구,,당하동,,원당대로,860,1028-10,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||1001안경콘택트",False
85181,85182,2610791,씨앤씨안경,,C&C Glasses,Shops and Service,Optical,126.65750558484788,37.45207045079616,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,인하로77번길,22,182-1,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
85379,85380,1268372,미인안경,,beauty glasses,Shops and Service,Optical,126.72955669760992,37.528169919424094,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,주부토로,379,871-79,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
85467,85468,4344350,논현안경원,,Nonhyeon Optics Center,Shops and Service,Optical,126.72683269881992,37.398180667974174,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로,71,746-6,2022-08-12 13:15:03,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
85477,85478,2600572,SK 안경원,에스케이안경,SK opticians,Shops and Service,Optical,126.71374209453988,37.50239952454688,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,부영로189번길,36,281-53,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
85723,85724,6093823,예스안경원,,yes optician,Shops and Service,Optical,126.73289581237388,37.4600930370995,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만수로,39,72-46,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
85944,85945,3737114,우리안경율도점,우리안경콘택트율도점,Woori Glasses Yuldo,Shops and Service,Optical,126.67251420926988,37.51327744122952,대한민국,KOR,KOR,인천광역시,서구,,석남동,,가정로,317,455-1,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
86696,86697,1259008,안경창고 싸군 주안점,,Glasses warehouse cheap main point,Shops and Service,Optical,126.67996564284388,37.44861613493888,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,미추홀대로,574,1464-58,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
87246,87247,4340232,피카소안경콘택트 석남점,,Picasso Glasses Contact Seoknam,Shops and Service,Optical,126.67405079781048,37.501870996095136,대한민국,KOR,KOR,인천광역시,서구,,석남동,,석남로109번길,12-1,574-6,2022-05-01 12:37:48,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
87305,87306,1272317,우리안경 효성점,우리안경콘택트 효성점,Woori Glasses Hyosung,Shops and Service,Optical,126.70554773886388,37.52793113266622,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,마장로,558,535-10,2022-08-30 9:43:30,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
87977,87978,5547931,베니스안경 렌즈미 용현점,인천렌즈미,Venice Glasses Lens Beauty Yonghyeon Branch,Shops and Service,Optical,126.64956969492688,37.45595510330465,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,독배로,405,509-16,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
88132,88133,2600660,트랜디카안경 인천연수점,트랜디카안경인천연수점,Trendica Glasses Incheon Yeonsu Branch,Shops and Service,Optical,126.67456099999995,37.41548699999978,대한민국,KOR,KOR,인천광역시,연수구,,청학동,,청능대로,75,502-2,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
88491,88492,692171,바로본안경,,straight eye glasses,Shops and Service,Optical,126.74039549621196,37.49353507451248,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,수변로107번길,58,120-111,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
89418,89419,1869644,한일안경콘택트,,Hanil Glasses Contact,Shops and Service,Optical,126.72335928250928,37.492470885859305,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평대로,12,194-10,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
89469,89470,5658720,인하안경 연수점,,Inha Glasses Yeonsu Branch,Shops and Service,Optical,126.6971097561399,37.42360798686446,대한민국,KOR,KOR,인천광역시,연수구,,선학동,,학나래로6번길,10,412-11,2022-05-01 12:37:48,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
89584,89585,2599065,아이플러스안경원,,iplus optician,Shops and Service,Optical,126.72712175339792,37.45889317580127,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,백범로,193,897-10,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
89805,89806,4328505,아이월드안경 용현점,,iWorld Glasses Yonghyeon,Shops and Service,Optical,126.65356928455591,37.45882013168597,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,독정이로33번길,3,492-9,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
90305,90306,4321447,밝은눈안경 도화점,,Bright Eye Glasses Dohwajeom,Shops and Service,Optical,126.67382058737876,37.45907954960691,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,제일로,31,434-2,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
92859,92860,3115952,카이스트안경콘택트,,KAIST Glasses Contact,Shops and Service,Optical,126.48930899165867,37.49267107572456,대한민국,KOR,KOR,인천광역시,중구,,운서동,,흰바위로,41,2794-1,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
94618,94619,3441565,다비치안경 인천만수점,DAVICH만수점,Davichi Glasses Incheon Bay Store,Shops and Service,Optical,126.73097408667556,37.455225670739885,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,구월로,359,885-12,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||다비치안경",False
95195,95196,1261737,룩앤미안경콘택트 서구점,룩앤미안경 서구점,Look & Me Glasses Contact Seogu Branch,Shops and Service,Optical,126.67249474272089,37.54390288709519,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,승학로,239,334-14,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
95718,95719,3131988,레옹안경,,leon glasses,Shops and Service,Optical,126.70944239486988,37.488566115013995,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,경원대로,1254,307-12,2022-08-08 10:29:42,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
95881,95882,3839070,아이젠트리 인천송도점,EYEGENTRY인천송도점,Igentry Incheon Songdo Branch,Shops and Service,Optical,126.64874499999996,37.39227199999976,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,해돋이로,107,4-1,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
95884,95885,530674,신세기안경 만수점,,New Century Glasses Mansu,Shops and Service,Optical,126.73860815761812,37.44399122982973,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,담방로47번길,2,1023-8,2022-08-12 13:15:03,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
96115,96116,5712138,다비치안경 보청기 부평삼산점,DAVICH부평삼산점,Davichi Glasses Hearing Aid Bupyeong Samsan Branch,Shops and Service,Optical,126.73388572299496,37.50714520864128,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,길주로,641,464-4,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||다비치안경",False
96246,96247,3130188,아이러브안경콘택트 부평점,,I Love Glasses Contact Bupyeong,Shops and Service,Optical,126.72318086274296,37.488923311118896,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,동수북로,154,728-18,2022-08-12 13:15:03,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
96871,96872,2612138,안경매니져 주안점,,Glasses Manager Main Point,Shops and Service,Optical,126.68045942695792,37.46115705976277,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,미추홀대로,716,166-1,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경매니져",False
97698,97699,3114240,서독안경콘택트,,West Germany Glasses Contact,Shops and Service,Optical,126.64453883384788,37.476437067366575,대한민국,KOR,KOR,인천광역시,동구,,송림동,,샛골로,155,55-153,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
98283,98284,5607434,1001안경콘택트 부개역점,일공공일안경콘택트부개역홈누리마트점,1001 Glasses Contact Bugae Station Branch,Shops and Service,Optical,126.7401556552166,37.49150650259167,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,수변로57번길,9,513,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||1001안경콘택트",False
98513,98514,2593988,안경박사 가좌점,,Dr. Glasses Gajwa Store,Shops and Service,Optical,126.68268468369088,37.494985592973286,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,원적로,100,30-49,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경박사",False
99425,99426,4340764,안경창고 싸군 영종도점,,Glasses Warehouse Cheap Yeongjongdo Branch,Shops and Service,Optical,126.5631958804148,37.48965328191317,대한민국,KOR,KOR,인천광역시,중구,,중산동,,하늘별빛로,71,1882-12,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
99917,99918,2598575,21안경부개점,,21Opening of glasses department,Shops and Service,Optical,126.73631962016394,37.50408955149779,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,충선로,165,12-36,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
100969,100970,4347111,아이마트 안경원,,imart optician,Shops and Service,Optical,126.74938512046992,37.56699377689692,대한민국,KOR,KOR,인천광역시,계양구,,귤현동,,양지로,131,501-12,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
101106,101107,3810510,아이원안경원,,ione optician,Shops and Service,Optical,126.71463377996352,37.46405777027774,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,백범로,322,42-4,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
