,name,name_eng,problems,category,subcategory
108069,송림여인숙,Songlim Yeo In-suk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
108150,모래마을민박,Sand Village Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
108522,궁전장여관,palace hall,"('여관', 'Inn')",Travel and Transport,Bed and Breakfast
108877,고향의집민박,Hometown Homestay,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
108938,둘리민박,Dooly Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
109070,강화도 감성 힐링여행 빈티지박스 가족스파펜션,Vintage Box Spa Pension,"('강화', 'Ganghwa')",Travel and Transport,Bed and Breakfast
109388,풍경채독채펜션,Landscape Chaedokchae Pension,"('풍경', 'Punggyeong')",Travel and Transport,Bed and Breakfast
109798,부광여인숙,Bukwang Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
109865,서울여인숙,Seoul Insuk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
109904,노을그려진바다풍경,sunset painted sea landscape,"('노을', 'Noeul')",Travel and Transport,Bed and Breakfast
110705,백마여인숙,White Horse Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
110944,동일민박,Dongil Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
111003,모도민박,Modo Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
111080,바닷가민박,beach bed and breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
111516,시골민박,Country Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
112305,영화속풍경펜션,Movie Scenery Pension,"('풍경', 'Punggyeong')",Travel and Transport,Bed and Breakfast
112549,복숭아민박,Peach Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
112823,대교민박,Daegyo Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
112893,장산곶회집 민박,Jangsangothoejip B&B,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
113035,해변민박,beach bed and breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
113082,영진유선민박,Yeongjin Yuseon Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
114845,솔밭민박,Pine Bed Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
115519,해비치하우스,Haevichi House,"('비치', 'Beach')",Travel and Transport,Bed and Breakfast
115639,항국민박,Hang Kookmin Park,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
115866,신라장여관,Shillajang Ryokan,"('여관', 'Inn')",Travel and Transport,Bed and Breakfast
115868,전망대민박,Observation Deck,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
116014,명수여인숙,Myungsoo Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
116662,덕적민박,Deokjeok Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
116886,우리여인숙,Our Insuk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
116971,노을민박,Noeul Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
117833,해오름민박,Haeoreum Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
118026,파도민박,Wave Sashimi House Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
118244,대성민박,Daeseong Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
118265,내가여인숙,I'm Insuk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
118851,등대 민박,Lighthouse Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
119148,유성여인숙,Yoo Seong Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
119423,스타여인숙,star insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
119890,달바위민박,Dalbawi Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
119985,길성콘도식민박,Gilsung Condo Colonial B&B,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
120021,우리민박,our guest house,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
120302,혜림민박,Hyerim Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
121974,부산여인숙,Busan Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
122051,동남여인숙,Southeast Women's Insuk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
122379,허브민박펜션,Herb Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
123575,해곡민박,Haegok Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
123717,영흥등불민박,Yeongheung Lantern Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
125189,에덴민박,Eden Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
125361,계절의향기,scent of the season,"('향기', 'Hyanggi')",Travel and Transport,Bed and Breakfast
125383,숲속의민박,Bed and Breakfast in the Forest,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
125754,화남여인숙,Insook Hwanam,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
127246,승봉 바다향기 펜션,Seungbong Sea scent Pension,"('향기', 'Hyanggi')",Travel and Transport,Bed and Breakfast
127425,해주여인숙,Hae Hae In Sook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
127551,신촌민박,Sinchon Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
127855,조은민박,Jo Eun-bak,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
127938,쉼터민박,shelter bed and breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
129408,느티나무민박,Zelkova Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
129987,비취민박,Jade Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
130351,노을풍경펜션,Sunset View Pension,"('노을', 'Noeul')",Travel and Transport,Bed and Breakfast
130404,섬 첫집민박,Island First Homestay,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
130489,이화여인숙,Ewha Insuk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
131092,삼리민박,Samni Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
131194,코코비치,kokovic,"('비치', 'Beach')",Travel and Transport,Bed and Breakfast
131597,입구지민박,Entrance Jimin-bak,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
131676,부원여인숙,Buwon Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
131695,둘리민박,Dooly Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
131865,새터울민박,Saeteoul Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
132382,서울민박,Seoul Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
132684,고향민박,Hometown Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
132947,을왕리 아늑한민박,Eurwang-ri Cozy Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
132995,바다민박,sea bed and breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
133095,할매민박,Grandma Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
133336,해변민박,beach bed and breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
133488,시골민박,Country Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
133647,효중민박,Hyojung Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
134080,경주민박,Gyeongju Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
135699,계곡민박,Valley Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
135920,용유민박,Yongyu Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
136196,별장민박,Villa Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
136242,한솔민박,Hansol Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
136885,한전민박,KEPCO B&B,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
138225,사철민박,Private Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
138760,신라장여관,Shillajang Ryokan,"('여관', 'Inn')",Travel and Transport,Bed and Breakfast
138817,한일장여관,Haniljang Ryokan,"('여관', 'Inn')",Travel and Transport,Bed and Breakfast
138992,사계절민박,Four Seasons Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
139307,의정부민박,Uijeongbu Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
139715,노을빛바다,sunset sea,"('노을', 'Noeul')",Travel and Transport,Bed and Breakfast
140106,컨츄리하우스민박,Country House Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
140118,강화 해미르 바닷가 스파 오션뷰 펜션,Hamir Spa Pension Season 1,"('강화', 'Ganghwa')",Travel and Transport,Bed and Breakfast
141161,석양민박,Sunset Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
141305,수진민박,Sujin Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
142108,황금빛노을펜션,Golden Sunset Pension,"('노을', 'Noeul')",Travel and Transport,Bed and Breakfast
142298,하얀민박,white guest house,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
142595,태강펜션민박,Taegang Pension Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
142735,선정여인숙,Selected Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
142902,온천마을식당민박,Onsen Village Restaurant Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
142998,서울민박,Seoul Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
143123,웅진민박,Woongjin Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
143387,삼양민박,Samyang Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
143657,등대민박,Lighthouse Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
144001,정여인숙,Jeong Yeo In-suk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
144030,바다풍경펜션,Sea View Pension,"('풍경', 'Punggyeong')",Travel and Transport,Bed and Breakfast
144223,저녁노을펜션,Evening Sunset Pension,"('노을', 'Noeul')",Travel and Transport,Bed and Breakfast
145626,장수민박,Longevity Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
145925,대성민박,Daeseong Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
146629,해비치,Haevichi,"('비치', 'Beach')",Travel and Transport,Bed and Breakfast
146836,향기나는 펜션,Fragrant Pension,"('향기', 'Hyanggi')",Travel and Transport,Bed and Breakfast
147150,덕점민박,Deokjeom Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
147303,바다향기,scent of the sea,"('향기', 'Hyanggi')",Travel and Transport,Bed and Breakfast
