,name,name_eng,problems
29464,교동초등학교병설유치원,Kindergarten attached to Gyodong Elementary School,"[('유치원', 'Kindergarden')]"
29650,킨더리베어린이집,Kinderribe Nursery,"[('어린이집', 'Daycare')]"
29716,꿈나무어린이집,Dream Tree Nursery,"[('어린이집', 'Daycare')]"
29719,석화유치원,petrochemical kindergarten,"[('유치원', 'Kindergarden')]"
29761,하늘꿈터어린이집,Sky Dream Nursery,"[('어린이집', 'Daycare')]"
29982,목련어린이집,Magnolia Nursery,"[('어린이집', 'Daycare')]"
29988,행복이가득한어린이집,Children's home full of happiness,"[('어린이집', 'Daycare')]"
30064,꼬마스타어린이집,Little Star Nursery School,"[('어린이집', 'Daycare')]"
30075,인천초은초등학교 병설유치원,Incheon Choeun Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
30083,파고다어학원 인천,Pagoda Language School Incheon,"[('학원', 'Academy')]"
30218,소은어린이집,Soeun Nursery School,"[('어린이집', 'Daycare')]"
30317,숲속어린이집,Forest Nursery,"[('어린이집', 'Daycare')]"
30445,국제 아세아일본어중국어학원,International Asian Japanese Language School,"[('학원', 'Academy')]"
30480,인천원동초등학교병설유치원,Kindergarten attached to Incheon Wondong Elementary School,"[('유치원', 'Kindergarden')]"
30485,남인천어린이집,Namincheon Day care Center,"[('어린이집', 'Daycare')]"
30502,인천건지초등학교 병설유치원,Incheon Geonji Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
30506,꿈에그린어린이집,Dream Nursery School,"[('어린이집', 'Daycare')]"
30678,사랑별어린이집,Love Star Nursery,"[('어린이집', 'Daycare')]"
30874,프라임건영유치원,Prime Gun Young Kindergarten,"[('유치원', 'Kindergarden')]"
30933,제일요리학원,Jeil Cooking School,"[('학원', 'Academy')]"
30958,하얀빛어린이집,white light nursery,"[('어린이집', 'Daycare')]"
30989,청담숲유치원,Cheongdam Forest Kindergarten,"[('유치원', 'Kindergarden')]"
31042,청라다온어린이집,Cheongna Daon Nursery School,"[('어린이집', 'Daycare')]"
31071,주은어린이집,Joo-eun Nursery School,"[('어린이집', 'Daycare')]"
31131,참조은유치원,reference metaphor kindergarten,"[('유치원', 'Kindergarden')]"
31365,PL 어학원,PL language school,"[('학원', 'Academy')]"
31497,솔샘유치원,Solsaem Kindergarten,"[('유치원', 'Kindergarden')]"
31544,사랑어린이집,love nursery,"[('어린이집', 'Daycare')]"
31568,귤현꿈나무어린이집,Tangerine Hyeon Dream Tree Nursery,"[('어린이집', 'Daycare')]"
31609,바론어린이집,Baron Nursery School,"[('어린이집', 'Daycare')]"
31688,둥지어린이집,nest nursery,"[('어린이집', 'Daycare')]"
31718,예다미어린이집,Yedami Nursery School,"[('어린이집', 'Daycare')]"
31723,행복한발도로프어린이집,Happy Waldorf  Kindergarten,"[('어린이집', 'Daycare')]"
31754,엄지유치원,Umji Kindergarten,"[('유치원', 'Kindergarden')]"
31837,공립아람어린이집,public Aram Day care Center,"[('어린이집', 'Daycare')]"
31922,부개2동하나어린이집,Bugae 2 Donghana Day care Center,"[('어린이집', 'Daycare')]"
31923,국립두루누리어린이집,National Durunuri Day care Center,"[('어린이집', 'Daycare')]"
32000,아이젠어린이집,Aizen Nursery School,"[('어린이집', 'Daycare')]"
32044,아기사랑어린이집,baby love nursery,"[('어린이집', 'Daycare')]"
32234,사랑과믿음어린이집,Love and Faith Nursery,"[('어린이집', 'Daycare')]"
32289,양지유치원,Yangji Kindergarten,"[('유치원', 'Kindergarden')]"
32388,서창중대음악학원,Seochang Middle School of Music,"[('학원', 'Academy')]"
32490,코니에반스어학원,Connie Evans Language School,"[('학원', 'Academy')]"
32513,문학초등학교병설유치원,Munhak Elementary School Attached Kindergarten,"[('유치원', 'Kindergarden')]"
32530,주은색동원어린이집,Jueunsaek Dongwon Nursery School,"[('어린이집', 'Daycare')]"
32602,해피베베어린이집,Happy Bebe Nursery School,"[('어린이집', 'Daycare')]"
32745,어깨동무학원,shoulder school,"[('학원', 'Academy')]"
32779,센트럴아이어린이집,Central Child Nursery,"[('어린이집', 'Daycare')]"
32872,한신어린이집,Hanshin Nursery School,"[('어린이집', 'Daycare')]"
32948,A&E지혜어린이집,A&E wisdom Day care Center,"[('어린이집', 'Daycare')]"
32979,한솔아트어린이집,Hansol Art Nursery,"[('어린이집', 'Daycare')]"
33047,인천만수초등학교병설유치원,Incheon Mansu Elementary School Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
33203,움트리어린이집,Umtree Nursery School,"[('어린이집', 'Daycare')]"
33272,빅뱅수학13관학원,Big Bang Mathematics Building 13,"[('학원', 'Academy')]"
33349,예쁜별어린이집,Pretty Byeol Nursery,"[('어린이집', 'Daycare')]"
33473,뿌리어린이집,Root Nursery,"[('어린이집', 'Daycare')]"
33530,사랑한줌어린이집,I love you nursery school,"[('어린이집', 'Daycare')]"
33575,연평공립어린이집,Yeonpyeong Public Nursery,"[('어린이집', 'Daycare')]"
33601,GSI어학원,GSI Language School,"[('학원', 'Academy')]"
33649,종로고시학원,Jongno High School,"[('학원', 'Academy')]"
33656,우성자연어린이집,Woosung Nature Day care Center,"[('어린이집', 'Daycare')]"
33751,참사랑어린이집,Chamsarang Nursery School,"[('어린이집', 'Daycare')]"
33873,빨리 강해지는 학원,A school that gets stronger quickly,"[('학원', 'Academy')]"
33924,아띠어린이집,Atti Nursery,"[('어린이집', 'Daycare')]"
34061,축현초등학교병설유치원,Chukhyeon Elementary School Attached Kindergarten,"[('유치원', 'Kindergarden')]"
34077,예사랑간호학원,Yesarang Nursing School,"[('학원', 'Academy')]"
34128,소망어린이집,Hope Nursery,"[('어린이집', 'Daycare')]"
34215,엔젤유치원,Angel Kindergarten,"[('유치원', 'Kindergarden')]"
34265,라온어린이집,Raon Nursery School,"[('어린이집', 'Daycare')]"
34338,아낌없이주는나무어린이집,Giving Tree Nursery School,"[('어린이집', 'Daycare')]"
34351,GnB어학원 서화캠퍼스,GnB Language School Seohwa Campus,"[('학원', 'Academy')]"
34441,지앤비어학원 서창캠퍼스,G&B Language School Seochang Campus,"[('학원', 'Academy')]"
34507,정상어학원 송도국제캠퍼스,Jeongsang Language School Songdo International Campus,"[('학원', 'Academy')]"
34539,재롱둥이어린이집,Jaerongdungi Nursery,"[('어린이집', 'Daycare')]"
34578,예진유치원,Yejin Kindergarten,"[('유치원', 'Kindergarden')]"
34609,숭의초등학교병설유치원,Kindergarten attached to Sungui Elementary School,"[('유치원', 'Kindergarden')]"
34642,불은어린이집,Fire Children's Home,"[('어린이집', 'Daycare')]"
34735,세광어린이집,Sekwang Nursery School,"[('어린이집', 'Daycare')]"
34768,에이치엠차이나 어학원,Hm China Language School,"[('학원', 'Academy')]"
34861,명문학원,prestigious school,"[('학원', 'Academy')]"
34943,불로초등학교병설유치원,Kindergarten attached to Bullo Elementary School,"[('유치원', 'Kindergarden')]"
34978,해방글어린이집,Liberation Bulletin  Kindergarten,"[('어린이집', 'Daycare')]"
35257,솜사탕어린이집,Cotton Candy Nursery,"[('어린이집', 'Daycare')]"
35386,하은어린이집,Haeun Nursery School,"[('어린이집', 'Daycare')]"
35393,큰솔어린이집,Keunsol Nursery School,"[('어린이집', 'Daycare')]"
35508,다은유치원,Daeun Kindergarten,"[('유치원', 'Kindergarden')]"
35564,꿈사랑어린이집,Dream Love Nursery,"[('어린이집', 'Daycare')]"
35825,빛나는샤인유치원,Shining Shine Kindergarten,"[('유치원', 'Kindergarden')]"
35856,밝은내일학원,bright tomorrow school,"[('학원', 'Academy')]"
35905,신신중국어학원,Shinshin Chinese Language School,"[('학원', 'Academy')]"
35986,예인유치원,Yein Kindergarten,"[('유치원', 'Kindergarden')]"
36076,서창뜰어린이집,Seochang Yard Nursery,"[('어린이집', 'Daycare')]"
36191,뉴마스프링스 글로벌융합과학학원,New Mars Springs Institute of Global Convergence Science,"[('학원', 'Academy')]"
36261,아시아드어학원,Asian language school,"[('학원', 'Academy')]"
36403,부평북초등학교병설유치원,Kindergarten attached to Bupyeong Buk Elementary School,"[('유치원', 'Kindergarden')]"
36464,JBC 어학원,JBC language school,"[('학원', 'Academy')]"
36486,꽃들어린이집,flower nursery,"[('어린이집', 'Daycare')]"
36653,루원사과나무어린이집,Luwon Apple Tree Nursery,"[('어린이집', 'Daycare')]"
36758,삼산1동어린이집,Samsan 1-dong Day care Center,"[('어린이집', 'Daycare')]"
36910,약산셀파우등생학원,Yaksan Cell Pow Junior High School,"[('학원', 'Academy')]"
37095,꿈에그린어린이집,Dream Nursery School,"[('어린이집', 'Daycare')]"
37103,샤인유치원,Shine Kindergarten,"[('유치원', 'Kindergarden')]"
37116,예원삐아제어린이집,Yewon Piaget Nursery School,"[('어린이집', 'Daycare')]"
37127,꼬마숲어린이집,Little Forest Nursery School,"[('어린이집', 'Daycare')]"
37256,베베스쿨어린이집,Bebe School Nursery School,"[('어린이집', 'Daycare')]"
37395,마스터잉글리쉬영어학원,Master English Language School,"[('학원', 'Academy')]"
37397,국두국어학원 2관,Gukdu Korean Language Institute Building 2,"[('학원', 'Academy')]"
37517,푸른솔밭어린이집,Blue Pine Field Nursery School,"[('어린이집', 'Daycare')]"
37525,아기둥지어린이집,baby nest nursery,"[('어린이집', 'Daycare')]"
37533,새싹어린이집,Sprout Nursery,"[('어린이집', 'Daycare')]"
37552,사과나무어린이집,Apple Tree Nursery,"[('어린이집', 'Daycare')]"
37618,청라새싹유치원,Cheongna Sprout Kindergarten,"[('유치원', 'Kindergarden')]"
37670,고대수학원,high school,"[('학원', 'Academy'), ('수학', 'Math')]"
37878,노벨유치원,Nobel Kindergarten,"[('유치원', 'Kindergarden')]"
37927,목동키국어영어학원,Mokdongki Korean Language School,"[('학원', 'Academy'), ('영어', 'English')]"
37986,제물포어린이집,Jemulpo Day care Center,"[('어린이집', 'Daycare')]"
38062,최상엘리트영수학원,The best elite training school,"[('학원', 'Academy'), ('수학', 'Math')]"
38078,금강꿈채운 어린이집,Geumgang Dream Filled Day care Center,"[('어린이집', 'Daycare')]"
38087,새하늘유치원,New Sky Kindergarten,"[('유치원', 'Kindergarden')]"
38164,사랑가득예능어린이집,Full of Love Entertainment Nursery School,"[('어린이집', 'Daycare')]"
38170,더샵향기어린이집,The Sharp Hyanggi Nursery,"[('어린이집', 'Daycare')]"
38183,진명어학원,Jinmyung Language School,"[('학원', 'Academy')]"
38262,프라임청라유치원,Prime Cheongna Kindergarten,"[('유치원', 'Kindergarden')]"
38288,스마트해법수학 인천검단호반써밋1차점,Smart solution math  Geomdanhoban Summit 1st place,"[('인천', 'Incheon')]"
38450,온누리비전유치원,Onnuri Vision Kindergarten,"[('유치원', 'Kindergarden')]"
38506,본잉글리시영어학원,Born English Language School,"[('학원', 'Academy')]"
38600,예쁜어린이집,pretty nursery,"[('어린이집', 'Daycare')]"
38662,SLA어학원,SLA Language School,"[('학원', 'Academy')]"
38751,꼬마숲속어린이집,Little Forest Nursery School,"[('어린이집', 'Daycare')]"
38810,해그림어린이집,Haegrim Nursery School,"[('어린이집', 'Daycare')]"
38813,예사랑어린이집,Yesarang Nursery School,"[('어린이집', 'Daycare')]"
38862,YT어학원 인천 송도캠퍼스,YT Language School Incheon Songdo Campus,"[('학원', 'Academy')]"
38922,열린학원,open school,"[('학원', 'Academy')]"
39006,사과나무어린이집,Apple Tree Nursery,"[('어린이집', 'Daycare')]"
39165,해바라기어린이집,Sunflower Nursery,"[('어린이집', 'Daycare')]"
39172,인천안남초등학교 병설유치원,Incheon Annam Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
39389,제일사랑어린이집,Best Love Nursery School,"[('어린이집', 'Daycare')]"
39428,은혜어린이집,Eunhye Nursery,"[('어린이집', 'Daycare')]"
39685,딩동댕어린이집,Ding Dong Dang Nursery,"[('어린이집', 'Daycare')]"
39697,검단4동어린이집,Geomdan 4-dong Nursery School,"[('어린이집', 'Daycare')]"
39701,오즈나라어린이집,Oznara Nursery School,"[('어린이집', 'Daycare')]"
39762,상아유치원,Ivory Kindergarten,"[('유치원', 'Kindergarden')]"
39840,예꿈어린이집,Yes Dream Nursery,"[('어린이집', 'Daycare')]"
39947,깨달아 알게하는 국어논술학원,Korean language essay school,"[('학원', 'Academy')]"
39951,인주초등학교병설유치원,Kindergarten attached to Inju Elementary School,"[('유치원', 'Kindergarden')]"
39957,금호유치원,Kumho Kindergarten,"[('유치원', 'Kindergarden')]"
39968,큰별어린이집,big star nursery,"[('어린이집', 'Daycare')]"
39987,미상지유치원,Unknown Kindergarten,"[('유치원', 'Kindergarden')]"
39995,보물단지어린이집,Treasure Complex Nursery School,"[('어린이집', 'Daycare')]"
40015,세종유치원,Sejong Kindergarten,"[('유치원', 'Kindergarden')]"
40070,아침빛어린이집,morning light nursery,"[('어린이집', 'Daycare')]"
40089,한국지엠어린이집,GM Korea Day care Center,"[('어린이집', 'Daycare')]"
40237,하늘사랑어린이집,Sky Love Nursery School,"[('어린이집', 'Daycare')]"
40351,예원어린이집,Yewon Nursery School,"[('어린이집', 'Daycare')]"
40359,아기숲어린이집,Baby Forest Nursery,"[('어린이집', 'Daycare')]"
40427,아이사랑어린이집,child love nursery,"[('어린이집', 'Daycare')]"
40603,신예원어린이집,Shin Yewon Nursery School,"[('어린이집', 'Daycare')]"
40704,계양유치원,Gyeyang Kindergarten,"[('유치원', 'Kindergarden')]"
40765,홍수학학원,flood school,"[('학원', 'Academy'), ('수학', 'Math')]"
40794,보물단지어린이집,Treasure Complex Nursery School,"[('어린이집', 'Daycare')]"
40834,봉수학,benevolence,"[('수학', 'Math')]"
40837,체르니음악원,Czerny Conservatory,"[('음악', 'Music')]"
41000,사랑어린이집,love nursery,"[('어린이집', 'Daycare')]"
41014,존스브라이튼어학원,jones brighton language school,"[('학원', 'Academy')]"
41042,인천해원초등학교 병설유치원,Incheon Haewon Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
41078,아이사랑유치원,Child Love Kindergarten,"[('유치원', 'Kindergarden')]"
41147,뿌리유치원,Root Kindergarten,"[('유치원', 'Kindergarden')]"
41247,윤슬국어학원,Yunseul Korean Language School,"[('학원', 'Academy')]"
41316,삼성영어 부개서초교실,Samsung English Bugaeseo Elementary School,"[('교실', 'Class')]"
41766,봉화초등학교병설유치원,Kindergarten attached to Bonghwa Elementary School,"[('유치원', 'Kindergarden')]"
41881,코끼리어린이집,elephant nursery,"[('어린이집', 'Daycare')]"
41938,예나어린이집,Jena Nursery,"[('어린이집', 'Daycare')]"
42018,종달새어린이집,Lark Bird Nursery,"[('어린이집', 'Daycare')]"
42148,사랑아이어린이집,love child nursery,"[('어린이집', 'Daycare')]"
42224,동암예사랑어린이집,Dongam Yesarang Nursery School,"[('어린이집', 'Daycare')]"
42231,사랑숲어린이집,Love Forest Nursery School,"[('어린이집', 'Daycare')]"
42329,예은어린이집,Yeeun Nursery School,"[('어린이집', 'Daycare')]"
42330,엘리트학원,elite school,"[('학원', 'Academy')]"
42406,푸른별어린이집,Blue Star Nursery School,"[('어린이집', 'Daycare')]"
42483,앤써수능영어학원,Answer English language school,"[('학원', 'Academy')]"
42491,새보미어린이집,Saebomi Nursery School,"[('어린이집', 'Daycare')]"
42595,미키미니어린이집,Mickey Minnie Nursery School,"[('어린이집', 'Daycare')]"
42670,서해그랑블어린이집,Seohae Granble Nursery School,"[('어린이집', 'Daycare')]"
42704,초록별어린이집,Green Star Nursery School,"[('어린이집', 'Daycare')]"
42762,구립부개1동어린이집,Gugubugae 1-dong Day care Center,"[('어린이집', 'Daycare')]"
42791,비젼아이어린이집,Vision Child Nursery,"[('어린이집', 'Daycare')]"
42803,서프림고등영어학원,Supreme High School English,"[('학원', 'Academy')]"
42829,하이든음악학원,Haydn School of Music,"[('학원', 'Academy')]"
42901,예쁜사랑어린이집,Pretty Love Nursery,"[('어린이집', 'Daycare')]"
43041,아이랑어린이집,child and nursery,"[('어린이집', 'Daycare')]"
43124,별난누리아트어린이집,weird nuri art Day care Center,"[('어린이집', 'Daycare')]"
43323,엘림유치원,Elim Kindergarten,"[('유치원', 'Kindergarden')]"
43336,애향어린이집,Ae Hyang Nursery School,"[('어린이집', 'Daycare')]"
43460,해승유치원,Haesung Kindergarten,"[('유치원', 'Kindergarden')]"
43474,세종외국어학원,Sejong Foreign Language Institute,"[('학원', 'Academy')]"
43498,꿈비국어학원,Dream Bi language school,"[('학원', 'Academy')]"
43541,하늘별빛어린이집,Sky Starlight Nursery School,"[('어린이집', 'Daycare')]"
43613,자유유치원,free kindergarten,"[('유치원', 'Kindergarden')]"
43619,늘찬사랑어린이집,Everchan's Love Nursery,"[('어린이집', 'Daycare')]"
43652,아름솔어린이집,Arumsol Nursery School,"[('어린이집', 'Daycare')]"
43872,나무와숲어린이집,Tree and Forest Nursery School,"[('어린이집', 'Daycare')]"
43898,예린어린이집,Yerin Nursery School,"[('어린이집', 'Daycare')]"
44100,연수꼬마어린이집,Yeonsu Little Nursery,"[('어린이집', 'Daycare')]"
44167,아이꽃어린이집,child flower nursery,"[('어린이집', 'Daycare')]"
44323,다온어린이집,Daon Nursery School,"[('어린이집', 'Daycare')]"
44340,방글방글어린이집,Bangbul Bangeul Nursery School,"[('어린이집', 'Daycare')]"
44456,폴라리스영수학원,Polaris academy,"[('수학', 'Math')]"
44490,미소인어린이집,Smile Nursery,"[('어린이집', 'Daycare')]"
44531,주신자동차운전전문학원,Juju Motor Driving School,"[('학원', 'Academy')]"
44676,꼬마사랑어린이집,little love nursery,"[('어린이집', 'Daycare')]"
44717,배울음악학원,music school to learn,"[('학원', 'Academy')]"
44763,반디유치원,Bandi Kindergarten,"[('유치원', 'Kindergarden')]"
44836,가온어린이집,Gaon Nursery School,"[('어린이집', 'Daycare')]"
44951,인천서현유치원,Incheon Seohyeon Kindergarten,"[('유치원', 'Kindergarden')]"
45003,한신어린이집,Hanshin Nursery School,"[('어린이집', 'Daycare')]"
45195,이은일 영어학원,Eunil Lee English School,"[('학원', 'Academy')]"
45327,강일구영어전문학원,Kang Il-gu English Language Institute,"[('학원', 'Academy')]"
45425,부평꿈나무어린이집,Bupyeong Dream Tree Day care Center,"[('어린이집', 'Daycare')]"
45437,참새와나무어린이집,Sparrow and Tree Nursery,"[('어린이집', 'Daycare')]"
45482,삐삐몬테소리어린이집,Pippi Montessori Nursery School,"[('어린이집', 'Daycare')]"
45582,재은유치원,Jaeeun Kindergarten,"[('유치원', 'Kindergarden')]"
45583,작은별어린이집,Little Star Nursery,"[('어린이집', 'Daycare')]"
45796,사고력수학,thinking skills,"[('수학', 'Math')]"
45799,한울유치원,Hanul Kindergarten,"[('유치원', 'Kindergarden')]"
45855,오즈어린이집,Oz Kindergarten,"[('어린이집', 'Daycare')]"
45976,도화잘자람어린이집,Dohwa Good Night Nursery School,"[('어린이집', 'Daycare')]"
46117,베스트교육 마전 직영캠퍼스,jubest academy,"[('캠퍼스', 'Campus')]"
46130,에듀학원,edu school,"[('학원', 'Academy')]"
46175,공립청라유치원,Public Cheongna Kindergarten,"[('유치원', 'Kindergarden')]"
46365,부광유치원,Bukwang Kindergarten,"[('유치원', 'Kindergarden')]"
46421,소담어린이집,Sodam Nursery School,"[('어린이집', 'Daycare')]"
46465,다원어린이집,Dawon Nursery School,"[('어린이집', 'Daycare')]"
46497,아띠어린이집,Atti Nursery,"[('어린이집', 'Daycare')]"
46547,포도나무 어린이집,Vine Nursery,"[('어린이집', 'Daycare')]"
46716,스마트해법수학 인천산곡경남5차점,e해법수학 Sangok Gyeongnam 5th,"[('수학', 'Math'), ('인천', 'Incheon')]"
46884,이솔루션영어학원,Esolution English School,"[('학원', 'Academy')]"
46995,양지어린이집,Yangji Nursery,"[('어린이집', 'Daycare')]"
47058,루시드어학원,Lucid language school,"[('학원', 'Academy')]"
47305,봄소리어린이집,Spring Sound Nursery,"[('어린이집', 'Daycare')]"
47514,승학자연어린이집,Seunghakyeon Nursery School,"[('어린이집', 'Daycare')]"
47688,예꿈어린이집,Yes Dream Nursery,"[('어린이집', 'Daycare')]"
47847,꼬마궁전어린이집,Little Palace Nursery,"[('어린이집', 'Daycare')]"
47852,인천부원초등학교 병설유치원,Incheon Buwon Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
48002,삐아제어린이집,Piaget Nursery School,"[('어린이집', 'Daycare')]"
48264,열림유치원,Open Kindergarten,"[('유치원', 'Kindergarden')]"
48271,은하수어린이집,Eunhasu Nursery School,"[('어린이집', 'Daycare')]"
48273,다빈치음악학원,Da Vinci School of Music,"[('학원', 'Academy')]"
48297,봄소리어린이집,Spring Sound Nursery,"[('어린이집', 'Daycare')]"
48369,갈월초등학교병설유치원,Kindergarten attached to Galwol Elementary School,"[('유치원', 'Kindergarden')]"
48404,해들마을어린이집,Haedeul Village Day care Center,"[('어린이집', 'Daycare')]"
48467,인보유치원,Inbo Kindergarten,"[('유치원', 'Kindergarden')]"
48481,검단어린이집,Geomdan Nursery,"[('어린이집', 'Daycare')]"
48521,프리상뜨어린이집,prisante nursery school,"[('어린이집', 'Daycare')]"
48566,작은꽃어린이집,little flower nursery,"[('어린이집', 'Daycare')]"
48693,생각유희학원,Thinking game school,"[('학원', 'Academy')]"
48750,푸른아이어린이집,Blue Child Nursery,"[('어린이집', 'Daycare')]"
48943,더함해법학원,Duham Law School,"[('학원', 'Academy')]"
48961,구립은행나무어린이집,City Ginkgo Nursery School,"[('어린이집', 'Daycare')]"
49071,예사랑어린이집,Yesarang Nursery School,"[('어린이집', 'Daycare')]"
49189,에잇투파이브 어학원,Eight to Five Language School,"[('학원', 'Academy')]"
49362,백운초등학교병설유치원,Kindergarten attached to Baekwoon Elementary School,"[('유치원', 'Kindergarden')]"
49534,조앤최영수학원,Jo and Choi Young Soo Academy,"[('수학', 'Math')]"
49548,숲속유치원,Forest Kindergarten,"[('유치원', 'Kindergarden')]"
49618,구립신비어린이집,Gu Mystery Day care Center,"[('어린이집', 'Daycare')]"
49746,해승유치원,Haesung Kindergarten,"[('유치원', 'Kindergarden')]"
49800,더재밌는음악학원,more fun music school,"[('학원', 'Academy')]"
49818,지퍼스트 영어학원,Zipest English School,"[('학원', 'Academy')]"
50022,인향어린이집,Inhyang Nursery,"[('어린이집', 'Daycare')]"
50476,꼬망어린이집,Kkomang Nursery,"[('어린이집', 'Daycare')]"
50602,딩동댕어린이집,Ding Dong Dang Nursery,"[('어린이집', 'Daycare')]"
50628,구립초록숲어린이집,Gu Green Forest Nursery School,"[('어린이집', 'Daycare')]"
50682,다솜유치원,Dasom Kindergarten,"[('유치원', 'Kindergarden')]"
50689,포근한어린이집,cozy nursery,"[('어린이집', 'Daycare')]"
50774,삼성영어 에스제이학원,Samsung English,"[('학원', 'Academy')]"
50787,홍수학교습소,flood school,"[('수학', 'Math')]"
50799,예원어린이집,Yewon Nursery School,"[('어린이집', 'Daycare')]"
50826,양지어린이집,Yangji Nursery,"[('어린이집', 'Daycare')]"
50856,예소담유치원,Yesodam Kindergarten,"[('유치원', 'Kindergarden')]"
51055,빛너울어린이집,Bitnoul Nursery School,"[('어린이집', 'Daycare')]"
51191,지혜숲어린이집,Wisdom Forest Nursery School,"[('어린이집', 'Daycare')]"
51231,장수초등학교병설유치원,Kindergarten attached to Jangsu Elementary School,"[('유치원', 'Kindergarden')]"
51389,나린어린이집,Narin Nursery,"[('어린이집', 'Daycare')]"
51410,삼성영어 참진수학학원,Samsung English True Science Academy,"[('수학', 'Math')]"
51481,무지개유치원,Rainbow Kindergarten,"[('유치원', 'Kindergarden')]"
51498,좋은학원,good school,"[('학원', 'Academy')]"
51524,온에듀케이션 고등관학원 & 입시컨설팅,OnEducation High School & Admissions Consulting,"[('학원', 'Academy')]"
51531,강화군립어린이집,Ganghwa County Day care Center,"[('어린이집', 'Daycare')]"
51574,한양자동차운전전문학원,Hanyang Automobile  Driving School,"[('학원', 'Academy')]"
51602,호야어린이집,Hoya Nursery,"[('어린이집', 'Daycare')]"
51650,꼬마화가어린이집,Little painter nursery school,"[('어린이집', 'Daycare')]"
51676,엔젤몬테소리어린이집,Angel Montessori Nursery School,"[('어린이집', 'Daycare')]"
51703,인천성리초등학교병설유치원,Incheon Seongri Elementary School Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
51740,둥지어린이집,nest nursery,"[('어린이집', 'Daycare')]"
51801,큰나무어린이집,big tree nursery,"[('어린이집', 'Daycare')]"
51883,에코들꽃어린이집,Eco Wild Flower Nursery,"[('어린이집', 'Daycare')]"
51905,연세줄리어드음악학원,Yonsei Juilliard School of Music,"[('학원', 'Academy')]"
51908,하은어린이집,Haeun Nursery School,"[('어린이집', 'Daycare')]"
51933,예그리심어린이집,Yegrisim Nursery School,"[('어린이집', 'Daycare')]"
51939,아하학원,aha school,"[('학원', 'Academy')]"
52073,이편한숲쟁이어린이집,This Pyeonhan Forest Children's Home,"[('어린이집', 'Daycare')]"
52183,아이사랑어린이집,child love nursery,"[('어린이집', 'Daycare')]"
52417,클라크지게차직업훈련교육학원,Clark Forklift Vocational Training and Education Institute,"[('학원', 'Academy')]"
52640,회화나무어린이집,Painting Tree  Kindergarten,"[('어린이집', 'Daycare')]"
52669,검암역로열파크씨티푸르지오1단지아파트유치원,Geomam Station Royal Park City Prugio Complex 1 Apartment Kindergarten,"[('유치원', 'Kindergarden')]"
52767,엔젤몬테소리어린이집,Angel Montessori Nursery School,"[('어린이집', 'Daycare')]"
52797,숲소리어린이집,Forest Sound Nursery,"[('어린이집', 'Daycare')]"
52910,내가초등학교병설유치원,Kindergarten attached to Naga Elementary School,"[('유치원', 'Kindergarden')]"
53009,솔어린이집,Sol Nursery,"[('어린이집', 'Daycare')]"
53040,꿈나무어린이집,Dream Tree Nursery,"[('어린이집', 'Daycare')]"
53153,상아어린이집,Ivory Nursery,"[('어린이집', 'Daycare')]"
53250,참조은어린이집,Reference Eun Nursery,"[('어린이집', 'Daycare')]"
53377,예찬어린이집,Yechan Nursery School,"[('어린이집', 'Daycare')]"
53527,키즈클럽어학원,Kids Club Language School,"[('학원', 'Academy')]"
53760,리고어학원,Rigo language school,"[('학원', 'Academy')]"
53881,동원유치원,Dongwon Kindergarten,"[('유치원', 'Kindergarden')]"
53947,SELS중고등영어학원,SELS Middle and High School English,"[('학원', 'Academy')]"
53979,서원어린이집,Seowon Nursery School,"[('어린이집', 'Daycare')]"
53989,진명영수학원,Jinmyung Young Water Academy,"[('수학', 'Math')]"
54073,남다른영수학원,A unique training school,"[('학원', 'Academy'), ('수학', 'Math')]"
54135,소래휴먼시아어린이집,Sorae Humansia Day care Center,"[('어린이집', 'Daycare')]"
54143,도담도담어린이집,Dodam Dodam Nursery School,"[('어린이집', 'Daycare')]"
54279,큰사랑유치원,big love kindergarten,"[('유치원', 'Kindergarden')]"
54298,아름다운선재어린이집,Beautiful Sunjae Nursery School,"[('어린이집', 'Daycare')]"
54330,별삐아제어린이집,Byeolpiage Nursery School,"[('어린이집', 'Daycare')]"
54398,다원어린이집,Dawon Nursery School,"[('어린이집', 'Daycare')]"
54411,성하현영어문화원어학원,Seonghahyeon English Language Center,"[('학원', 'Academy')]"
54424,부광유치원,Bukwang Kindergarten,"[('유치원', 'Kindergarden')]"
54672,그림동화나라어린이집,picture fairy tale country nursery school,"[('어린이집', 'Daycare')]"
54698,탑간호학원 주안점,Top Nursing School  Main Point,"[('학원', 'Academy')]"
54714,혜성어린이집,Hyeseong Nursery School,"[('어린이집', 'Daycare')]"
54750,새한신유치원,Saehanshin Kindergarten,"[('유치원', 'Kindergarden')]"
54780,하늘의별어린이집,Sky Star Nursery School,"[('어린이집', 'Daycare')]"
54847,꿈나무유치원,Dream Tree Kindergarten,"[('유치원', 'Kindergarden')]"
