,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
43658,43659,621997,화이트치과의원,,White Dental Clinic,Professional and Other Places,Dentist,126.74304593604094,37.52175827702321,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,부평북로,446,389-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
43729,43730,5694094,이가튼튼치과의원,,Iga Strong Dental Clinic,Professional and Other Places,Dentist,126.64529746947188,37.532600048553086,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라커낼로260번길,7-9,157-16,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
43767,43768,4341604,영종연세치과의원,,Yeongjong Yonsei Dental Clinic,Professional and Other Places,Dentist,126.56389629999988,37.4891620999998,대한민국,KOR,KOR,인천광역시,중구,,중산동,,하늘별빛로65번길,7-3,1886-1,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
43862,43863,4337539,미소그린치과의원,,Smile Green Dental Clinic,Professional and Other Places,Dentist,126.70884809999995,37.507132799999816,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,안남로,271,124-8,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
44241,44242,1272184,다정한치과의원,,Affectionate Dental Clinic,Professional and Other Places,Dentist,126.69677289999994,37.592638599999844,대한민국,KOR,KOR,인천광역시,서구,,당하동,,고산후로95번길,20,1029-6,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
44333,44334,566173,우종윤치과의원,,Woo Jong Yoon Dental Clinic,Professional and Other Places,Dentist,126.68926706333788,37.45955911954309,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경원대로,861,999-5,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
44405,44406,27368278,랜더스치과의원,,Landers Dental Clinic,Professional and Other Places,Dentist,126.6340777999999,37.38897519999976,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,컨벤시아대로230번길,54,98-1,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
44510,44511,1256565,온수플러스치과의원,플러스치과의원,Hot Water Plus Dental Clinic,Professional and Other Places,Dentist,126.49263799999989,37.639218999999855,대한민국,KOR,KOR,인천광역시,강화군,,길상면,온수리,길상로,317,551-6,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
44527,44528,4326091,삼성주니어치과의원,,Samsung Junior Dental Clinic,Professional and Other Places,Dentist,126.73332442957596,37.50722076428679,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,길주로,635,464-2,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
44557,44558,1029428,김선주치과의원,,Kim Seon-ju Dental Clinic,Professional and Other Places,Dentist,126.72684541338693,37.451950195861365,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,구월남로,333,925-17,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
45165,45166,27017853,연세꿈꾸는아이치과의원 인천검단점,,Yonsei Dream Eye Dental Clinic Incheon Geomdan Branch,Professional and Other Places,Dentist,126.71259949999993,37.59390279999984,대한민국,KOR,KOR,인천광역시,서구,,원당동,,이음대로,378,468,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
45178,45179,572106,한울치과의원,,Hanul Dental Clinic,Professional and Other Places,Dentist,126.6354569999999,37.4812049999998,대한민국,KOR,KOR,인천광역시,동구,,송현동,,화수로,18,66-26,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
45294,45295,646703,큐프라임치과의원 인하점,,Cup Prime Dental Clinic Inha Branch,Professional and Other Places,Dentist,126.63480129999992,37.456955399999785,대한민국,KOR,KOR,인천광역시,중구,,신흥동3가,,인항로,42,7-325,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
45497,45498,1257077,논현사랑치과의원,사랑치과,Nonhyeon Sarang Dental Clinic,Professional and Other Places,Dentist,126.72097847934992,37.40155551415436,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논현역로,8,631-1,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
45564,45565,20052171,구제훈치과의원,,Gu Jihoon Dental Clinic,Professional and Other Places,Dentist,126.66372928858688,37.44294067953207,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로,136,260-22,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
46038,46039,1262095,인치과의원,,dental clinic,Professional and Other Places,Dentist,126.6655352233579,37.51351530837289,대한민국,KOR,KOR,인천광역시,서구,,석남동,,율도로,32,181-13,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
46487,46488,157106,두손모아치과의원,,Duson Moa Dental Clinic,Professional and Other Places,Dentist,126.67571138364688,37.41431384569816,대한민국,KOR,KOR,인천광역시,연수구,,청학동,,청능대로,93,503-4,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
46632,46633,4345056,옥련서울치과의원,서울치과의원,Okryun Seoul Dental Clinic,Professional and Other Places,Dentist,126.64684255280888,37.42450404535366,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,독배로40번길,35,462-32,2022-08-26 9:52:19,"의료시설||병원||병원,의원||치과||치과-일반",False
46677,46678,324573,박승병치과의원,,Park Seung-byeong Dental Clinic,Professional and Other Places,Dentist,126.7175394431929,37.48624936288898,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부영로,11,760-366,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
46834,46835,4050259,바른이치과교정과치과의원,,Bareun Dental Clinic,Professional and Other Places,Dentist,126.72306589999997,37.401680899999775,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로123번길,17,632-2,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
47066,47067,27093532,가정백세플란트치과의원,,Home Baekse Plant Dental Clinic,Professional and Other Places,Dentist,126.67332275090988,37.5192916129848,대한민국,KOR,KOR,인천광역시,서구,,가정동,,가정로,386,504-9,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
47599,47600,27181698,자연미소치과의원,,Natural Smile Dental Clinic,Professional and Other Places,Dentist,126.7018039879999,37.44625348452935,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,성말로13번길,15,1457-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
47653,47654,729576,다인치과의원,다인치과의원,Da Dental Clinic,Professional and Other Places,Dentist,126.68666813579688,37.466373667438575,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,석정로,459,19-141,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
47717,47718,110763,뉴욕치과의원,,New York Dental Clinic,Professional and Other Places,Dentist,126.7218205854179,37.494137616739515,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평문화로,51,542-76,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
48197,48198,4338067,제물포J플란트치과의원,제이플란트치과의원,Jemulpo J Plant Dental Clinic,Professional and Other Places,Dentist,126.65599230725987,37.466500699578575,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,경인로,119,60-24,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
48237,48238,958331,오치과의원,오영천치과의원,dental clinic,Professional and Other Places,Dentist,126.62895920146384,37.47268650436457,대한민국,KOR,KOR,인천광역시,중구,,내동,,우현로,61,203-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
48497,48498,981628,미주치과의원,,American Dental Clinic,Professional and Other Places,Dentist,126.67999889999996,37.44824979999978,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,인하로,287,1464-22,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
49035,49036,3683389,하이큐나눔치과병원,,Haikyu Nanum Dental Hospital,Professional and Other Places,Dentist,126.72088052302688,37.518761141408795,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,부평대로,301,440-4,2022-08-24 14:41:06,"의료시설||병원||병원,의원||치과||치과-일반",False
49306,49307,812986,고영관치과의원,,Go Young Kwan Dental Clinic,Professional and Other Places,Dentist,126.72288099999994,37.53770079999983,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,계양대로,156,968-36,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
49608,49609,452742,정광용치과의원,,Gwangyong Jeong Dental Clinic,Professional and Other Places,Dentist,126.72699003601193,37.49453931315889,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,시장로,46-1,150-21,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
49620,49621,545987,중앙치과의원,,Central Dental Clinic,Professional and Other Places,Dentist,126.64453335209357,37.476358154969695,대한민국,KOR,KOR,인천광역시,동구,,송림동,,샛골로,155,55-153,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
49694,49695,4351582,연세이편한치과의원,,Yonsei Pyeonhan Dental Clinic,Professional and Other Places,Dentist,126.70430207076188,37.5133116374279,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,마장로,396,179-15,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
49697,49698,27402572,데일리치과의원,,Daily Dental Clinic,Professional and Other Places,Dentist,126.67527571942792,37.588159775113326,대한민국,KOR,KOR,인천광역시,서구,,당하동,,서곶로,788,1098-5,2022-08-30 9:43:30,"의료시설||병원||병원,의원||치과||치과-일반",False
50193,50194,5724915,주안치과의원,,Juan Dental Clinic,Professional and Other Places,Dentist,126.68032455754089,37.45876614723607,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,미추홀대로,688,186-11,2022-08-24 14:41:06,"의료시설||병원||병원,의원||치과||치과-일반",False
50428,50429,1872828,박상욱치과의원,,Park Sang-wook Dental Clinic,Professional and Other Places,Dentist,126.72074613913092,37.49099533633148,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경원대로,1366,534-48,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
50431,50432,5934845,우수치과의원,우수치과의원,Excellent dental clinic,Professional and Other Places,Dentist,126.65739054190388,37.602602576238006,대한민국,KOR,KOR,인천광역시,서구,,마전동,,완정로,172,910-1,2022-08-30 9:43:30,"의료시설||병원||병원,의원||치과||치과-일반",False
50496,50497,3439029,모래내치과의원,,Sand Nae Dental Clinic,Professional and Other Places,Dentist,126.72165429999995,37.45553849999979,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,구월로,280,1255-2,2022-08-26 9:52:19,"의료시설||병원||병원,의원||치과||치과-일반",False
50650,50651,4328241,맑은향기치과의원,,Sunny Hyanggi Dental Clinic,Professional and Other Places,Dentist,126.65875339999992,37.4448596999998,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로,88,732-3,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
50654,50655,5702252,서울스카이치과의원,스카이치과의원,Seoul Sky Dental Clinic,Professional and Other Places,Dentist,126.74767311879594,37.426257882701165,대한민국,KOR,KOR,인천광역시,남동구,,서창동,,서창남순환로215번길,48,686-1,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
50803,50804,762473,송지용치과의원,,Jiyong Song Dental Clinic,Professional and Other Places,Dentist,126.69762169999994,37.46100489999979,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,석산로,52,523-9,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
51052,51053,476305,열린치과의원,,Open Dental Clinic,Professional and Other Places,Dentist,126.68293068936288,37.424407365777675,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,비류대로,435,508-16,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
51132,51133,1272040,이승택치과의원,,Seungtaek Lee Dental Clinic,Professional and Other Places,Dentist,126.72235559990987,37.54292680201272,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,계양대로,215,941,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
51366,51367,1871016,미소준치과의원,,Misojun Dental Clinic,Professional and Other Places,Dentist,126.67445834417887,37.45859127789127,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,제일로,38,458-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
51584,51585,5703953,서울미소치과의원,,Seoul Smile Dental Clinic,Professional and Other Places,Dentist,126.68557369999996,37.49282429999981,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,장고개로337번길,13,30-102,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
51641,51642,979710,허형범치과의원,,Heo Hyeong-beom Dental Clinic,Professional and Other Places,Dentist,126.62773229999992,37.4708026999998,대한민국,KOR,KOR,인천광역시,중구,,신포동,,우현로,37-1,16-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
51654,51655,3121765,본플란트치과의원,,Bon Plant Dental Clinic,Professional and Other Places,Dentist,126.6813615980689,37.44779541145748,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,인하로,300,1257-4,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
51698,51699,413431,미소담치과의원,,Smile Dental Clinic,Professional and Other Places,Dentist,126.68337312679888,37.5679069768342,대한민국,KOR,KOR,인천광역시,서구,,검암동,,승학로,587,510-5,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
51773,51774,1869740,삼산건치과의원,,Samsan Dental Clinic,Professional and Other Places,Dentist,126.73517962510296,37.5082577219266,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,체육관로,32,459-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
51958,51959,299390,에이플러스치과,,A Plus Dental Clinic,Professional and Other Places,Dentist,126.73554289376392,37.498104507939374,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,부흥로,393,67-10,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
52025,52026,4819,밝은내일치과의원,밝은내일치과의원,Bright Tomorrow Dental Clinic,Professional and Other Places,Dentist,126.7041375105359,37.47112686570848,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,동암남로,5,516-3,2022-08-24 14:41:06,"의료시설||병원||병원,의원||치과||치과-일반",False
52268,52269,619410,2080치과의원,이공팔공치과,2080 Dental Clinic,Professional and Other Places,Dentist,126.70099399999992,37.52975499999982,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,봉오대로477번길,19,123-73,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
52426,52427,4335974,올바른치과의원,,Correct Dental Clinic ,Professional and Other Places,Dentist,126.6733012841659,37.52009756551479,대한민국,KOR,KOR,인천광역시,서구,,가정동,,가정로394번길,1,494-8,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
52655,52656,4324005,아시아드치과의원,,Asiad Dental Clinic,Professional and Other Places,Dentist,126.7096767989739,37.44242751683217,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,568,1533-2,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
52886,52887,4052178,서울티플란트치과의원,,Seoul T Plant Dental Clinic,Professional and Other Places,Dentist,126.72214287991292,37.490594557680986,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,광장로4번길,11,534-28,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
53608,53609,177699,굿모닝치과의원,,Good Morning Dental Clinic,Professional and Other Places,Dentist,126.69454431746892,37.406162042497854,대한민국,KOR,KOR,인천광역시,남동구,,고잔동,,청능대로289번길,73,632-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
53665,53666,20012971,백세튼튼플란트치과의원,,Seoul Dodam Dental Clinic,Professional and Other Places,Dentist,126.71101309999992,37.46041129999979,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,석산로,172,939-1,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
53678,53679,213182,엄인석치과의원,,Um In-seok Dental Clinic,Professional and Other Places,Dentist,126.73128400005692,37.53073560041741,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,봉오대로,739,102-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
53824,53825,824499,함께하는치과의원,함께하는치과의원,dental clinic together,Professional and Other Places,Dentist,126.68385209449188,37.43739358191235,대한민국,KOR,KOR,인천광역시,미추홀구,,문학동,,소성로,328,374-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
54052,54053,522343,이근세치과의원,,Lee Geunse Dental Clinic,Professional and Other Places,Dentist,126.65698703346888,37.46605540861987,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,경인로,130,58-9,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
54121,54122,831804,우리들치과의원,,Wooridul Dental Clinic ,Professional and Other Places,Dentist,126.7042310777869,37.470814527949194,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,동암남로,6,518-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
54139,54140,4361180,하나치과의원,,Hana Dental Clinic ,Professional and Other Places,Dentist,126.72283036531192,37.52729106260439,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,계양대로,38,423-2,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
54261,54262,3260803,행복드림치과의원,,Happy Dream Dental Clinic,Professional and Other Places,Dentist,126.65677072244692,37.53395648005719,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라에메랄드로102번길,8,167-4,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
54579,54580,27185483,맑은미소치과의원 청라,,Sunny Smile Dental Clinic Cheongna,Professional and Other Places,Dentist,126.63050511139085,37.5255342284937,대한민국,KOR,KOR,인천광역시,서구,,청라동,,솔빛로,86,105-51,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
54609,54610,866856,신경하치과의원,신경하치과의원,Neurosurgery Dental Clinic,Professional and Other Places,Dentist,126.74132445258196,37.54799624181692,대한민국,KOR,KOR,인천광역시,계양구,,병방동,,장제로,916,119-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
54673,54674,47547,드림하이치과의원,모아치과,Dream High Dental Clinic ,Professional and Other Places,Dentist,126.69864802058216,37.44431766252462,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,문화로,59,1407,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
54726,54727,1851320,서울플란트치과의원,OK치과,Seoul Plant Dental Clinic,Professional and Other Places,Dentist,126.65201598552484,37.395370886295055,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,신송로,121,3-4,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
55000,55001,3121695,노블리안치과의원,,Noblian Dental Clinic,Professional and Other Places,Dentist,126.72393500648792,37.40165211092974,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로,117,631-10,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
55081,55082,1261857,미소시티치과의원,,Smile City Dental Clinic,Professional and Other Places,Dentist,126.70965569999996,37.4527583999998,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,구월남로,182,1199-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
55108,55109,890730,미추홀치과,미추홀치과의원,Michuhol Dental Clinic,Professional and Other Places,Dentist,126.65964410232588,37.60262610714052,대한민국,KOR,KOR,인천광역시,서구,,마전동,,검단로,500,979-9,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
55124,55125,3133253,부평모아치과의원,,Bupyeong Moa Dental Clinic,Professional and Other Places,Dentist,126.71489125554292,37.506721272028486,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,원길로,34,259-3,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
55679,55680,3258438,휴먼치과의원,,Human Dental Clinic,Professional and Other Places,Dentist,126.73164419884392,37.461507428187375,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만수서로,52,1117-1,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
55747,55748,1871768,수서울치과의원,,Su Seoul Dental Clinic,Professional and Other Places,Dentist,126.68253642772888,37.56661311764962,대한민국,KOR,KOR,인천광역시,서구,,검암동,,승학로,567,507-8,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
56079,56080,80379,창대치과의원,,Changdae Dental Clinic,Professional and Other Places,Dentist,126.73576567966296,37.445705425124565,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,장승로,25,1087,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
56202,56203,27073684,올스마일치과의원 동암,,All Smile Dental Clinic Dongam,Professional and Other Places,Dentist,126.70249747595692,37.470856041778895,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,동암광장로,8,408,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
56217,56218,819327,필치과의원,,Phil Dental Clinic,Professional and Other Places,Dentist,126.64486592702787,37.425626380466255,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,독배로,56,195,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
56315,56316,5706949,연세성민제치과의원,성민제치과의원,Yonsei Seongminje Dental Clinic,Professional and Other Places,Dentist,126.72703180935092,37.494158887662095,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평문화로,96,151-16,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
56447,56448,5723596,연세커낼치과의원,커낼치과의원,Yonsei Canal Dental Clinic,Professional and Other Places,Dentist,126.63630629999992,37.39828889999976,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,아트센터대로,149,23-1,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
56763,56764,590851,검암우리치과의원,,Geomam Woori Dental Clinic,Professional and Other Places,Dentist,126.6740506519509,37.565479703288815,대한민국,KOR,KOR,인천광역시,서구,,검암동,,승학로,491,599-5,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
56869,56870,580089,한솔치과의원,,Hansol Dental Clinic,Professional and Other Places,Dentist,126.68477446291789,37.493293510915386,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,원적로96번길,26,30-48,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
57224,57225,5654765,형치과의원,,dental clinic,Professional and Other Places,Dentist,126.7086126845019,37.4873222447134,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,경원대로,1240,310-113,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
57228,57229,344521,김용운치과의원,,Yongwoon Kim Dental Clinic,Professional and Other Places,Dentist,126.62874680203586,37.47244772905857,대한민국,KOR,KOR,인천광역시,중구,,내동,,우현로,57,206-2,2021-12-23 15:49:18,"의료시설||병원||병원,의원||치과||치과-일반",False
57469,57470,4343708,강화탑치과의원,,Ganghwa Top Dental Clinic,Professional and Other Places,Dentist,126.4861969999967,37.74599969999952,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,신문리,강화대로,403,1-2,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
57563,57564,1264634,오케이치과의원,,OK Dental Clinic,Professional and Other Places,Dentist,126.72492847301892,37.45577617390267,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,구월로,307,908-20,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
57615,57616,1259048,이재현치과의원,,Jaehyun Lee Dental Clinic,Professional and Other Places,Dentist,126.68980303818488,37.45855228117557,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경원대로,848,956-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
57690,57691,747578,상쾌한이치과의원,,Refreshing Dental Clinic,Professional and Other Places,Dentist,126.67426688431388,37.43929906691566,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,매소홀로,470,661-8,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
57741,57742,20004788,인천W치과의원,W치과,Incheon W Dental Clinic,Professional and Other Places,Dentist,126.72806189999996,37.542980399999806,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,경명대로,1090,946-6,2022-08-30 9:43:30,"의료시설||병원||병원,의원||치과||치과-일반",False
57798,57799,1271293,김계선치과의원,,Gye-seon Kim Dental Clinic,Professional and Other Places,Dentist,126.7231277,37.540544899999816,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,계양대로,188,956-7,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
58045,58046,295667,김미영치과의원,김미영치과의원,Miyoung Kim Dental Clinic,Professional and Other Places,Dentist,126.70859286024287,37.461872289658565,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,남동대로,890,206-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
58473,58474,20086728,주안열린치과의원,주안열린치과,Juan Yeollin Dental Clinic,Professional and Other Places,Dentist,126.68250689999996,37.45094159999979,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,인주대로,416,1485-5,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
58731,58732,248056,정관호치과의원,정관호치과의원,Jeonggwanho Dental Clinic,Professional and Other Places,Dentist,126.7085460776959,37.46228638275226,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,남동대로,894,207-11,2019-11-14 23:25:18,"의료시설||병원||병원,의원||치과||치과-일반",False
59302,59303,975921,정철웅치과의원,,Cheolwoong Jeong Dental Clinic,Professional and Other Places,Dentist,126.69265079999995,37.41910109999978,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,원인재로,286,532,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
59434,59435,3129526,예인치과의원,,Yea Dental Clinic,Professional and Other Places,Dentist,126.72231519611591,37.49418796470528,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평문화로,55,543-45,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
59476,59477,1265411,부평미소하나치과의원,,Bupyeong Smile Dental Clinic,Professional and Other Places,Dentist,126.72535939132791,37.49514379382988,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,대정로,44-1,204-21,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
59676,59677,847812,그랜드치과의원,,Grand Dental Clinic ,Professional and Other Places,Dentist,126.66584335223878,37.46860659512844,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,석정로,271,104-8,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
59722,59723,26565,정충근치과의원,,Chungchunggeun Dental Clinic,Professional and Other Places,Dentist,126.62756148315285,37.47047028464377,대한민국,KOR,KOR,인천광역시,중구,,신포동,,우현로35번길,1,18-1,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
59805,59806,71245,나움치과의원,,Naum Dental Clinic,Professional and Other Places,Dentist,126.71698478460492,37.528189321323794,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,새벌로,126,275,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
